source_name,author,date,title,description,content,label,tesla_related,title_desc,title_label,title_score,content_label,content_score,description_label,description_score,title_desc_label,title_desc_score
Breitbart News,"Lucas Nolan, Lucas Nolan",9/17/2023,Google Co-Founder Sergey Brin Finalizes Divorce amid Allegations Wife Had Affair with Elon Musk,"Sergey Brin, the co-founder of tech giant Google, has finalized his divorce from second wife Nicole Shanahan, amidst swirling rumors of an affair between Shanahan and Tesla CEO Elon Musk.","Sergey Brin, the co-founder of tech giant Google, has finalized his divorce from second wife Nicole Shanahan, amidst swirling rumors of an affair between Shanahan and Tesla CEO Elon Musk.
Business I [+2009 chars]",neutral,no,"Google Co-Founder Sergey Brin Finalizes Divorce amid Allegations Wife Had Affair with Elon Musk Sergey Brin, the co-founder of tech giant Google, has finalized his divorce from second wife Nicole Shanahan, amidst swirling rumors of an affair between Shanahan and Tesla CEO Elon Musk.",negative,0.8338296413421631,negative,0.6210246086120605,negative,0.8485704660415649,negative,0.8828389048576355
Business Insider,Theron Mohamed,9/17/2023,"Legendary investor Jeremy Grantham rang the alarm on stocks and recession, warned about the housing market, and hailed Elon Musk's Tesla. Here are his 10 best quotes from a recent event.","Jeremy Grantham warned the AI craze won't stop the bubble in stocks from bursting, and pegged the odds of a recession by early 2025 at 70%.","Jeremy Grantham.Nicholas Roberts/Reuters
<ul>
<li>Jeremy Grantham issued grim warnings about the US stock market and economy this week.</li>
<li>Stocks will slump despite AI buzz, and there's a 70%  [+3624 chars]",negative,yes,"Legendary investor Jeremy Grantham rang the alarm on stocks and recession, warned about the housing market, and hailed Elon Musk's Tesla. Here are his 10 best quotes from a recent event. Jeremy Grantham warned the AI craze won't stop the bubble in stocks from bursting, and pegged the odds of a recession by early 2025 at 70%.",neutral,0.901023268699646,negative,0.9718248248100281,negative,0.7555505633354187,neutral,0.6904081106185913
Business Insider,"Grace Dean,Grace Kay",9/17/2023,8 major takeaways from the explosive new book about Elon Musk that lifts the lid on the world's richest person,"The book had some eye-popping details  from details on Elon Musk's relationship with his father to his ""hard core"" work ethic and ""demon mode.""","Elon Musk (left) allowed Walter Isaacson (right) to shadow him for three years for the biography.Michael Kovac/Getty Images for Vanity Fair
<ul>
<li>Walter Isaacson's biography on Elon Musk hit shel [+13843 chars]",neutral,no,"8 major takeaways from the explosive new book about Elon Musk that lifts the lid on the world's richest person The book had some eye-popping details  from details on Elon Musk's relationship with his father to his ""hard core"" work ethic and ""demon mode.""",neutral,0.6861852407455444,positive,0.512558102607727,neutral,0.8893106579780579,neutral,0.8793675303459167
Fortune,Erin Prater,9/17/2023,Does Elon Musk have PTSD? Biographer Walter Isaacson says the billionaire's turbulent childhood with an abusive father left him scarred,"Was Isaacson misappropriating the term, as mental health experts say commonly occurs? Or is Elons mental state, perhaps, even more nuanced than he alludes to?","Elon Musk has post-traumatic stress disorder from a turbulent childhood that included time in apartheid South Africa and verbal abuse from his father, famed author Walter Isaacson claims in his new b [+7184 chars]",neutral,no,"Does Elon Musk have PTSD? Biographer Walter Isaacson says the billionaire's turbulent childhood with an abusive father left him scarred Was Isaacson misappropriating the term, as mental health experts say commonly occurs? Or is Elons mental state, perhaps, even more nuanced than he alludes to?",negative,0.6222233772277832,neutral,0.524761974811554,neutral,0.7616536617279053,neutral,0.7061282992362976
Next Big Future,Brian Wang,9/17/2023,"Pepsi Tesla Semi Proves Real World 80,000 lbs Maxmium Gross Weight Operation With Long Range on a Charge","There has been official reporting that Tesla Semi is able drive over 420 miles on one charge with 80,000 pounds of total load (including the weight of the truck and trailer). This was a heavily disputed capability. The range was with driving speeds of 65 mph ","There has been official reporting that Tesla Semi is able drive over 420 miles on one charge with 80,000 pounds of total load (including the weight of the truck and trailer). This was a heavily dispu [+2748 chars]",positive,yes,"Pepsi Tesla Semi Proves Real World 80,000 lbs Maxmium Gross Weight Operation With Long Range on a Charge There has been official reporting that Tesla Semi is able drive over 420 miles on one charge with 80,000 pounds of total load (including the weight of the truck and trailer). This was a heavily disputed capability. The range was with driving speeds of 65 mph ",neutral,0.8475437164306641,negative,0.5401137471199036,neutral,0.8296516537666321,neutral,0.8391969203948975
Fortune,Nicholas Gordon,9/18/2023,"Workers shouldn't accept lower wages so greedy people like Elon Musk can build more rocket ships,' says UAW president Shawn Fain",UAW president Shawn Fain was defending the union's demands as automakers worry of an even larger cost disadvantage to EV maker Tesla.,"The president of the auto workers union had harsh words for Elon Musk, the Tesla CEO and longtime nemesis of organized labor.Workers in companies like Tesla are scraping to get by so that greedy CEOs [+4474 chars]",negative,yes,"Workers shouldn't accept lower wages so greedy people like Elon Musk can build more rocket ships,' says UAW president Shawn Fain UAW president Shawn Fain was defending the union's demands as automakers worry of an even larger cost disadvantage to EV maker Tesla.",negative,0.8538289070129395,negative,0.8992503881454468,negative,0.9314523935317993,negative,0.9481692314147949
Politico,By James Bikales,9/18/2023,What the UAW strike means for the Musk-Biden tug of war,Teslas continued dominance on electric cars would undermine Bidens hopes of basing the next generation of cars and trucks on unionized labor.,"Musk has already won a number of early skirmishes with the administration, including by getting several other big automakers to adopt Teslas charging technology as a de-facto industry standard.
Tesl [+7375 chars]",positive,yes,What the UAW strike means for the Musk-Biden tug of war Teslas continued dominance on electric cars would undermine Bidens hopes of basing the next generation of cars and trucks on unionized labor.,neutral,0.7578437924385071,neutral,0.5859717726707458,negative,0.950738251209259,negative,0.9560403823852539
Fortune,Christiaan Hetzner,9/18/2023,Tim Cook admits we constantly ask ourselves whether Apple should pull ads from Twitter,"The Apple CEO, awarded by the ADL for combatting bigotry, already pulled its spending from Elon Musk's social media platform once.","Elon Musks controversial management of Twitter, now rebranded X under the tycoon, already led Apple to cut its advertising spending once. It may not be the last time either after Musks recent attack  [+2919 chars]",negative,no,"Tim Cook admits we constantly ask ourselves whether Apple should pull ads from Twitter The Apple CEO, awarded by the ADL for combatting bigotry, already pulled its spending from Elon Musk's social media platform once.",negative,0.5479199886322021,negative,0.9580390453338623,negative,0.9286591410636902,negative,0.8378905057907104
Business Insider,Theron Mohamed,9/18/2023,"Elon Musk blasted short-sellers as bloodsuckers. Bill Gates, 'Big Short' star Michael Burry, and other top investors have bet against Tesla.","Elon Musk hates people who bet against Tesla. Bill Gates, Michael Burry, Jim Chanos, and David Einhorn have all taken short positions in recent years.","Elon Musk.REUTERS/Rebecca Cook
<ul>
<li>Elon Musk blasted short-sellers as ""leeches"" and bemoaned their access to inside information.</li>
<li>Bill Gates, Michael Burry, David Einhorn, and Jim Chano [+3180 chars]",negative,yes,"Elon Musk blasted short-sellers as bloodsuckers. Bill Gates, 'Big Short' star Michael Burry, and other top investors have bet against Tesla. Elon Musk hates people who bet against Tesla. Bill Gates, Michael Burry, Jim Chanos, and David Einhorn have all taken short positions in recent years.",neutral,0.49908381700515747,negative,0.5170643925666809,negative,0.5727473497390747,neutral,0.5095375180244446
ABC News,The Associated Press,9/18/2023,Netanyahu visits Elon Musk in California with plans to talk about artificial intelligence,Prime Minister Benjamin Netanyahu is starting a U.S. trip in California to talk about technology and artificial intelligence with billionaire businessman Elon Musk,"SAN JOSE, Calif. -- Prime Minister Benjamin Netanyahu is starting a U.S. trip in California to talk about technology and artificial intelligence with billionaire businessman Elon Musk.
The Israeli l [+2567 chars]",positive,yes,Netanyahu visits Elon Musk in California with plans to talk about artificial intelligence Prime Minister Benjamin Netanyahu is starting a U.S. trip in California to talk about technology and artificial intelligence with billionaire businessman Elon Musk,neutral,0.8710660338401794,neutral,0.9086933135986328,neutral,0.8934212327003479,neutral,0.889549195766449
The Times of India,Reuters,9/18/2023,"Tesla, Saudi Arabia in early talks for electric vehicle factory: Report","The report comes just hours after Turkish President Tayyip Erdogan asked Tesla CEO Elon Musk to build a vehicle factory in Turkey, according to the country's communications directorate. Musk is also set to meet Israeli Prime Minister Benjamin Netanyahu in Cal","Saudi Arabia is in early talks with U.S. electric automaker Tesla to set up a manufacturing facility in the kingdom, the Wall Street Journal reported on Monday, citing sources familiar with the matte [+1593 chars]",positive,yes,"Tesla, Saudi Arabia in early talks for electric vehicle factory: Report The report comes just hours after Turkish President Tayyip Erdogan asked Tesla CEO Elon Musk to build a vehicle factory in Turkey, according to the country's communications directorate. Musk is also set to meet Israeli Prime Minister Benjamin Netanyahu in Cal",neutral,0.9311698079109192,neutral,0.6493031978607178,neutral,0.9194093346595764,neutral,0.9060914516448975
The Times of India,AFP,9/18/2023,Turkish President Recep Tayyip Erdogan lobbies Elon Musk for new Tesla factory,"Turkish President Recep Tayyip Erdogan has urged Elon Musk to open a Tesla factory in Turkey. Erdogan and Musk have developed a friendship, with Erdogan's office stating that Turkey is one of the most important candidates for a new Tesla factory. This follows","Turkish President Recep Tayyip Erdogan urged tech tycoon Elon Musk to open his next Tesla factory in Turkey, becoming the latest leader to lobby one of the world's richest men.Erdogan and Musk have h [+2555 chars]",positive,yes,"Turkish President Recep Tayyip Erdogan lobbies Elon Musk for new Tesla factory Turkish President Recep Tayyip Erdogan has urged Elon Musk to open a Tesla factory in Turkey. Erdogan and Musk have developed a friendship, with Erdogan's office stating that Turkey is one of the most important candidates for a new Tesla factory. This follows",neutral,0.7506678104400635,neutral,0.6917668581008911,positive,0.8460137844085693,positive,0.6060786247253418
Reuters,Chandni Shah,9/18/2023,Erdogan asks Musk to build Tesla factory in Turkey,"Turkish President Tayyip Erdogan asked Tesla <a href=""https://www.reuters.com/markets/companies/TSLA.O"" target=""_blank"">(TSLA.O)</a> CEO Elon Musk to build a Tesla factory in Turkey, the country's communications directorate said on Monday.","ISTANBUL, Sept 17 (Reuters) - Turkish President Tayyip Erdogan asked Tesla (TSLA.O) CEO Elon Musk to build a Tesla factory in Turkey, the country's communications directorate said on Monday.
It cite [+2248 chars]",positive,yes,"Erdogan asks Musk to build Tesla factory in Turkey Turkish President Tayyip Erdogan asked Tesla <a href=""https://www.reuters.com/markets/companies/TSLA.O"" target=""_blank"">(TSLA.O)</a> CEO Elon Musk to build a Tesla factory in Turkey, the country's communications directorate said on Monday.",neutral,0.8259233832359314,neutral,0.495411217212677,neutral,0.6913092136383057,neutral,0.6723736524581909
Fortune,Christiaan Hetzner,9/18/2023,UAW boss says Big 3 can give their fair share after earning a quarter of a trillion in profits over past decade,"UAW boss Shawn Fain says after securing a deal with General Motors, Ford and Stellantis, Tesla will be next.","Union leader Shawn Fain has a message for Elon Musk: after the United Auto Workers (UAW) secure a historic pay hike for staff at Detroits Big 3, hes coming for Tesla next.Before workers had downed th [+2546 chars]",negative,yes,"UAW boss says Big 3 can give their fair share after earning a quarter of a trillion in profits over past decade UAW boss Shawn Fain says after securing a deal with General Motors, Ford and Stellantis, Tesla will be next.",neutral,0.554536759853363,negative,0.562747061252594,neutral,0.8407200574874878,positive,0.7532209753990173
NBC News,"Lora Kolodny, CNBC",9/18/2023,"Elon Musk says Twitter, now X, is moving to small monthly subscription","Elon Musk discussed his plans for Twitter, now called X, on Monday during a livestreamed conversation with Israeli Prime Minister Benjamin Netanyahu.","Elon Musk discussed his plans for Twitter, now called X, on Monday during a livestreamed conversation with Israeli Prime Minister Benjamin Netanyahu. Among other things, Musk said the social network  [+4171 chars]",neutral,no,"Elon Musk says Twitter, now X, is moving to small monthly subscription Elon Musk discussed his plans for Twitter, now called X, on Monday during a livestreamed conversation with Israeli Prime Minister Benjamin Netanyahu.",neutral,0.9323092103004456,neutral,0.9358019232749939,neutral,0.9022231101989746,neutral,0.9092616438865662
Breitbart News,"Simon Kent, Simon Kent",9/18/2023,Erdogan in NYC Urges Elon Musk to Build a Tesla Factory in Turkey,Turkish President Recep Tayyip Erdogan used a break in New York City on Sunday to urge tech giant Elon Musk to open his next Tesla factory in Turkey.,"Turkish President Recep Tayyip Erdogan used a break in New York City on Sunday to urge tech giant Elon Musk to open his next Tesla factory in Turkey.
Erdogans entreaty makes him just the latest in  [+1703 chars]",positive,yes,Erdogan in NYC Urges Elon Musk to Build a Tesla Factory in Turkey Turkish President Recep Tayyip Erdogan used a break in New York City on Sunday to urge tech giant Elon Musk to open his next Tesla factory in Turkey.,neutral,0.8080425262451172,neutral,0.7863235473632812,neutral,0.78105628490448,neutral,0.8360523581504822
Fortune,Paige Hagy,9/18/2023,Musk and Tesla are the 'clear winners' of the Detroit auto strike. Analysts say Elon 'put champagne on ice' as he sees the ultimate EV victory,Analysts say Musk and Tesla are clear winners of the strike given the companys non-union status that lets it continue to pump out cars while Detroit is shut down.,"President Joe Biden is caught between a rock and a hard place as autoworkers strike against Detroits Big Three U.S. carmakers: Ford, General Motors, and Stellantis (formerly Fiat Chrysler). Biden, wh [+3691 chars]",positive,yes,Musk and Tesla are the 'clear winners' of the Detroit auto strike. Analysts say Elon 'put champagne on ice' as he sees the ultimate EV victory Analysts say Musk and Tesla are clear winners of the strike given the companys non-union status that lets it continue to pump out cars while Detroit is shut down.,neutral,0.4661460220813751,negative,0.8955408334732056,negative,0.5539913177490234,positive,0.4442331790924072
Breitbart News,"Lucas Nolan, Lucas Nolan",9/18/2023,WSJ: Elon Musk's Tesla in Preliminary Talks to Build Manufacturing Plant in Saudi Arabia,"Elon Musk's Tesla is reportedly in early-stage discussions with Saudi Arabia to establish a manufacturing facility, a move that could prove controversial based on the blowback over the country backing LIV Golf and its eventual merger with the PGA. Musk took t","Elon Musks Tesla is reportedly in early-stage discussions with Saudi Arabia to establish a manufacturing facility, a move that could prove controversial based on the blowback over the country backin [+2570 chars]",positive,yes,"WSJ: Elon Musk's Tesla in Preliminary Talks to Build Manufacturing Plant in Saudi Arabia Elon Musk's Tesla is reportedly in early-stage discussions with Saudi Arabia to establish a manufacturing facility, a move that could prove controversial based on the blowback over the country backing LIV Golf and its eventual merger with the PGA. Musk took t",neutral,0.7695411443710327,negative,0.7362080812454224,neutral,0.453285276889801,negative,0.4563520550727844
Business Insider,Nora Naughton,9/18/2023,Ford and GM workers already make $20 more an hour than Tesla employees. Their union's demands would double that gap.,"Tesla is the real reason Ford, GM, and Stellantis execs don't want to meet the UAW union's strike demands.","UAW President Shawn Fain marches with UAW members through downtown Detroit on September 15, 2023.Bill Pugliano/Getty
<ul><li>Detroit executives have Tesla in mind as they reject the UAW's big demand [+3163 chars]",positive,yes,"Ford and GM workers already make $20 more an hour than Tesla employees. Their union's demands would double that gap. Tesla is the real reason Ford, GM, and Stellantis execs don't want to meet the UAW union's strike demands.",negative,0.4007376432418823,negative,0.4984973073005676,negative,0.8808169364929199,negative,0.8534210324287415
The Jerusalem Post,By JERUSALEM POST STAFF,9/18/2023,WATCH: PM Netanyahu speaks with Elon Musk,"The two discussed a number of issues, such as the risks and benefits of artificial intelligence (AI).","Prime Minister Benjamin Netanyahu spoke with Tesla CEO Elon Musk in an X Space conversation on Monday evening, welcoming the CEO's stance against antisemitism amid controversy surrounding widespread  [+2288 chars]",positive,yes,"WATCH: PM Netanyahu speaks with Elon Musk The two discussed a number of issues, such as the risks and benefits of artificial intelligence (AI).",neutral,0.9421775341033936,positive,0.7102771997451782,neutral,0.9107733964920044,neutral,0.8607398867607117
The Times of India,Reuters,9/18/2023,Turkish President Erdogan asks Musk to build Tesla factory in Turkey,"Turkish President Tayyip Erdogan has asked Tesla CEO Elon Musk to consider building a Tesla factory in Turkey. During a meeting in New York, Erdogan also discussed potential cooperation on artificial intelligence and SpaceX's Starlink satellite internet ventu","Turkish President Tayyip Erdogan asked Tesla CEO Elon Musk to build a Tesla factory in Turkey, the country's communications directorate said on Monday.It cited Musk as saying that many Turkish suppli [+2086 chars]",positive,yes,"Turkish President Erdogan asks Musk to build Tesla factory in Turkey Turkish President Tayyip Erdogan has asked Tesla CEO Elon Musk to consider building a Tesla factory in Turkey. During a meeting in New York, Erdogan also discussed potential cooperation on artificial intelligence and SpaceX's Starlink satellite internet ventu",neutral,0.6815322041511536,neutral,0.8684932589530945,positive,0.5612590312957764,positive,0.6814509630203247
Associated Press,AP,9/18/2023,Netanyahu talks to Elon Musk in California about antisemitism on X and artificial intelligence,Israeli Prime Minister Benjamin Netanyahu kicked off a U.S. trip in California to talk to billionaire businessman Elon Musk about antisemitism on his social media platform X  while Musk asked him to address his judicial overhaul in Israel. The,"SAN JOSE, Calif. (AP) Israeli Prime Minister Benjamin Netanyahu kicked off a U.S. trip in California to talk to billionaire businessman Elon Musk about antisemitism on his social media platform X whi [+5749 chars]",neutral,no,Netanyahu talks to Elon Musk in California about antisemitism on X and artificial intelligence Israeli Prime Minister Benjamin Netanyahu kicked off a U.S. trip in California to talk to billionaire businessman Elon Musk about antisemitism on his social media platform X  while Musk asked him to address his judicial overhaul in Israel. The,neutral,0.8973681926727295,neutral,0.7303013205528259,negative,0.5185298323631287,neutral,0.7135890126228333
New York Magazine,Intelligencer Staff,9/18/2023,Walter Isaacson on Almost All the Criticism of His Elon Musk Book,"In the latest episode of On With Kara Swisher, Kara grills author Walter Isaacson on his new biography, and tries to get him to admit whether he actually likes Elon Musk or not, after spending two years following the guy around.","Kara Swisher couldnt wait to interview and cross-examine her longtime friend, Walter Isaacson, about his new biography of Elon Musk, but she did wait to do so until after the reviews, and fact checks [+70934 chars]",neutral,yes,"Walter Isaacson on Almost All the Criticism of His Elon Musk Book In the latest episode of On With Kara Swisher, Kara grills author Walter Isaacson on his new biography, and tries to get him to admit whether he actually likes Elon Musk or not, after spending two years following the guy around.",neutral,0.9164983034133911,neutral,0.9442468881607056,neutral,0.865565836429596,neutral,0.8758070468902588
Breitbart News,"Joel B. Pollak, Joel B. Pollak",9/18/2023,Elon Musk Hosts Benjamin Netanyahu for AI Discussion in California,"Tesla CEO and Twitter/X owner Elon Musk hosted Israeli Prime Minister Benjamin Netanyahu for a live-streamed discussion about Alternative Intelligence (AI) -- and many other topics -- at Tesla's Fremont, California, factory.",Tesla CEO and Twitter/X owner Elon Musk hosted Israeli Prime Minister Benjamin Netanyahu for a live-streamed discussion about Alternative Intelligence (AI)  and many other topics  at Teslas Fremon [+2337 chars],positive,yes,"Elon Musk Hosts Benjamin Netanyahu for AI Discussion in California Tesla CEO and Twitter/X owner Elon Musk hosted Israeli Prime Minister Benjamin Netanyahu for a live-streamed discussion about Alternative Intelligence (AI) -- and many other topics -- at Tesla's Fremont, California, factory.",neutral,0.928482174873352,neutral,0.930121660232544,neutral,0.9308608770370483,neutral,0.9439697265625
Al Jazeera English,Al Jazeera,9/18/2023,"Turkeys Erdogan asks Musk to build Tesla factory, state-owned media says","Turkish president made request while in the US for United Nations General Assembly, Turkish news agency says.","Turkish President Recep Tayyip Erdogan has asked Tesla CEO Elon Musk to build a Tesla factory in Turkey, according to the state-owned Anadolu Agency.
Erdogan asked Musk during a meeting at Turkish H [+1395 chars]",positive,yes,"Turkeys Erdogan asks Musk to build Tesla factory, state-owned media says Turkish president made request while in the US for United Nations General Assembly, Turkish news agency says.",neutral,0.7688360810279846,neutral,0.7893956303596497,neutral,0.7960137128829956,neutral,0.7375710606575012
ABC News (AU),ABC News,9/18/2023,Israel's Netanyahu urges Elon Musk to balance free speech with fighting anti-Semitism,"Israeli Prime Minister Benjamin Netanyahu has urged Elon Musk to strike a balance between protecting free expression and fighting hate speech after weeks of controversy over anti-Semitic content on social media platform X, formerly known as Twitter.",Israeli Prime Minister Benjamin Netanyahu has urged Elon Musk to strike a balance between protecting free expression and fighting hate speech after weeks of controversy over anti-Semitic content on s [+3423 chars],neutral,no,"Israel's Netanyahu urges Elon Musk to balance free speech with fighting anti-Semitism Israeli Prime Minister Benjamin Netanyahu has urged Elon Musk to strike a balance between protecting free expression and fighting hate speech after weeks of controversy over anti-Semitic content on social media platform X, formerly known as Twitter.",neutral,0.7808753252029419,positive,0.5658519864082336,positive,0.5374665260314941,positive,0.5658931136131287
Next Big Future,Brian Wang,9/18/2023,Pepsi Tesla Semi Truck Drives 1600 Miles Over Two Days in Real World Tests,One of Tesla Semi trucks drove 1600 miles over two days. This required two different drivers on each day. Truck drivers in the US are limited to 10 hours of driving without a long break. Semi trucks need to operate long distances day after day. Tesla Semi out,Brian Wang is a Futurist Thought Leader and a popular Science blogger with 1 million readers per month. His blog Nextbigfuture.com is ranked #1 Science News Blog. It covers many disruptive technology [+593 chars],positive,yes,Pepsi Tesla Semi Truck Drives 1600 Miles Over Two Days in Real World Tests One of Tesla Semi trucks drove 1600 miles over two days. This required two different drivers on each day. Truck drivers in the US are limited to 10 hours of driving without a long break. Semi trucks need to operate long distances day after day. Tesla Semi out,neutral,0.9337575435638428,neutral,0.9305434226989746,neutral,0.847495436668396,neutral,0.8461023569107056
The Jerusalem Post,By JERUSALEM POST STAFF,9/18/2023,Elon Musk gives Benjamin Netanyahu tour of Tesla factory,Netanyahu and his wife received from Musk an overview of the company's developments and the various models and observed the production and assembly process of the advanced electric cars.,"Tesla CEO Elon Musk gave Israeli Prime Minister Benjamin Netanyahu a tour of the Tesla factory in Fremont, California on Monday during his visit to the US.
Netanyahu and his wife received from Musk  [+1935 chars]",neutral,yes,Elon Musk gives Benjamin Netanyahu tour of Tesla factory Netanyahu and his wife received from Musk an overview of the company's developments and the various models and observed the production and assembly process of the advanced electric cars.,neutral,0.9238354563713074,neutral,0.9367871880531311,neutral,0.9210541844367981,neutral,0.9171532988548279
The Jerusalem Post,By ZVIKA KLEIN,9/18/2023,"WZO chairman slams his deputy, supports Netanyahu-Musk meeting",The debate surrounding the Netanyahu-Musk conversation underscores the complex nature of addressing antisemitism in the digital age.,"The Monday conversation between Israeli Prime Minister Benjamin Netanyahu and Tesla CEO Elon Musk, which aimed to address concerns surrounding antisemitism, has sparked a debate, with World Zionist O [+2666 chars]",neutral,no,"WZO chairman slams his deputy, supports Netanyahu-Musk meeting The debate surrounding the Netanyahu-Musk conversation underscores the complex nature of addressing antisemitism in the digital age.",neutral,0.756528377532959,negative,0.6612677574157715,neutral,0.8620408177375793,neutral,0.6191457509994507
Time,Isabella Ward and Marissa Newman / Bloomberg,9/19/2023,"Elon Musk Weighs Charging Users a Monthly Fee for X, Formerly Twitter","Elon Musk said a small monthly service fee for using X, formerly known as Twitter, could help fight off bot operations.","Elon Musk said that a small monthly service fee for using X could help fight off bot operations on the social media platform formerly known as Twitter. 
A subscription for all users would make the e [+837 chars]",neutral,no,"Elon Musk Weighs Charging Users a Monthly Fee for X, Formerly Twitter Elon Musk said a small monthly service fee for using X, formerly known as Twitter, could help fight off bot operations.",neutral,0.9301747679710388,neutral,0.7686231136322021,neutral,0.5493755340576172,neutral,0.6909321546554565
Fortune,Paolo Confino,9/19/2023,"AI's existential threat is a completely bonkers distraction because there are 'like 101 more practical issues' to talk about, top founder in the field says","Suleyman, one of the worlds leading AI experts believes talk of existential risk stuff from the likes of Elon Musk distracts from the pressing need for AI regulation.","Elon Musk has repeatedly referred to AI as a civilizational risk. Geoffrey Hinton, one of the founding fathers of AI research, changed his tune recently, calling AI an existential threat. And then th [+5591 chars]",neutral,no,"AI's existential threat is a completely bonkers distraction because there are 'like 101 more practical issues' to talk about, top founder in the field says Suleyman, one of the worlds leading AI experts believes talk of existential risk stuff from the likes of Elon Musk distracts from the pressing need for AI regulation.",neutral,0.8434790372848511,neutral,0.49375179409980774,neutral,0.4988415837287903,neutral,0.6060085296630859
Reuters,Devjyot Ghoshal,9/19/2023,Focus: China's BYD rides on partnerships to expand EV sales in Southeast Asia,"China's electric vehicle giant BYD <a href=""https://www.reuters.com/markets/companies/002594.SZ"" target=""_blank"">(002594.SZ)</a> has been on a tear in Southeast Asia, shooting past rivals including Tesla <a href=""https://www.reuters.com/markets/companies/TSLA","BANGKOK/JAKARTA, Sept 19 (Reuters) - China's electric vehicle giant BYD (002594.SZ) has been on a tear in Southeast Asia, shooting past rivals including Tesla (TSLA.O) to take more than a quarter of  [+5205 chars]",negative,yes,"Focus: China's BYD rides on partnerships to expand EV sales in Southeast Asia China's electric vehicle giant BYD <a href=""https://www.reuters.com/markets/companies/002594.SZ"" target=""_blank"">(002594.SZ)</a> has been on a tear in Southeast Asia, shooting past rivals including Tesla <a href=""https://www.reuters.com/markets/companies/TSLA",positive,0.9209515452384949,negative,0.9327065348625183,negative,0.9380142688751221,negative,0.7277675271034241
The Times of India,ET Online,9/19/2023,"Awkward exchange: Elon Musk meets Erodgan with son X Æ A-Xii in tow, Turkish president asks 'wheres your wife?'","During a meeting with Turkish President Recep Tayyip Erdogan, Elon Musk was asked about his wife's whereabouts to which he responded that they were separated and he takes care of their child mostly.","Elon Musk, the CEO of Tesla and SpaceX, found himself in an unexpected and somewhat awkward situation during a recent meeting with Turkish President Recep Tayyip Erdogan. The awkward exchange occurre [+2750 chars]",neutral,no,"Awkward exchange: Elon Musk meets Erodgan with son X Æ A-Xii in tow, Turkish president asks 'wheres your wife?' During a meeting with Turkish President Recep Tayyip Erdogan, Elon Musk was asked about his wife's whereabouts to which he responded that they were separated and he takes care of their child mostly.",neutral,0.8405823707580566,negative,0.9108865261077881,neutral,0.768030047416687,neutral,0.7331681847572327
Fox News,Hanna Panreck,9/19/2023,Larry David accused stunned Elon Musk at a wedding of supporting child murder: Book,"Comedian Larry David confronted billionaire Elon Musk at a wedding over the X owner's support for the GOP, according to a new book.","According to a new book, liberal comedian Larry David confronted billionaire Elon Musk at wedding they both attended over his support for the Republican Party, equating it with supporting child murde [+3882 chars]",neutral,no,"Larry David accused stunned Elon Musk at a wedding of supporting child murder: Book Comedian Larry David confronted billionaire Elon Musk at a wedding over the X owner's support for the GOP, according to a new book.",neutral,0.7870703935623169,neutral,0.5485529899597168,neutral,0.6299843192100525,neutral,0.5663068890571594
BBC News,https://www.facebook.com/bbcnews,9/19/2023,"Elon Musk woos world leaders, courting controversy",Foreign leaders visiting the US are more enthusiastic than ever to meet with the world's richest man.,"He is ""very impressed"" with Emmanuel Macron. Narendra Modi can count him as ""a fan"". And Benjamin Netanyahu just dropped in to see him.
A parade of foreign leaders on recent US trips, including on o [+9624 chars]",neutral,yes,"Elon Musk woos world leaders, courting controversy Foreign leaders visiting the US are more enthusiastic than ever to meet with the world's richest man.",neutral,0.8858896493911743,neutral,0.8198358416557312,positive,0.6936700940132141,neutral,0.5563398003578186
News24,fin24,9/19/2023,News24 | Musk considers charging all X users monthly fee,"Elon Musk has suggested charging all users of his social media platform X, which would be the biggest shake-up since he took over the site then known as Twitter last October, but experts say he might struggle to get users on board.","Elon Musk has suggested charging all users of his social media platform X, which would be the biggest shake-up since he took over the site then known as Twitter last October, but experts say he might [+3078 chars]",neutral,no,"News24 | Musk considers charging all X users monthly fee Elon Musk has suggested charging all users of his social media platform X, which would be the biggest shake-up since he took over the site then known as Twitter last October, but experts say he might struggle to get users on board.",neutral,0.9428985118865967,negative,0.5702341794967651,negative,0.835900604724884,negative,0.5929149389266968
Next Big Future,Brian Wang,9/19/2023,Tesla Will Build a Car in Less Than an Hour Like Giant Lego,"Tesla is heading to a few big lego pieces put together by Teslabots in less than one hour. This is the unboxed process and the progression of casting large and complex pieces. In 2020, the Tesla Model 3 had 10,000 parts and took about ten hours to build from ","Tesla is heading to a few big lego pieces put together by Teslabots in less than one hour. This is the unboxed process and the progression of casting large and complex pieces. 
In 2020, the Tesla Mo [+6179 chars]",positive,yes,"Tesla Will Build a Car in Less Than an Hour Like Giant Lego Tesla is heading to a few big lego pieces put together by Teslabots in less than one hour. This is the unboxed process and the progression of casting large and complex pieces. In 2020, the Tesla Model 3 had 10,000 parts and took about ten hours to build from ",neutral,0.8992379903793335,neutral,0.9447489380836487,neutral,0.934906005859375,neutral,0.9349846243858337
