source_name,author,date,title,description,content
The Times of India,ET Online,2023-09-19,"Awkward exchange: Elon Musk meets Erodgan with son X Æ A-Xii in tow, Turkish president asks 'where’s your wife?'","During a meeting with Turkish President Recep Tayyip Erdogan, Elon Musk was asked about his wife's whereabouts to which he responded that they were separated and he takes care of their child mostly.","Elon Musk, the CEO of Tesla and SpaceX, found himself in an unexpected and somewhat awkward situation during a recent meeting with Turkish President Recep Tayyip Erdogan. The awkward exchange occurre… [+2750 chars]"
Breitbart News,"Lucas Nolan, Lucas Nolan",2023-09-19,Pay Up or Go: Elon Musk Hints at 'Small Monthly Payment' to Access Twitter/X,"In a recent livestream with Israeli Prime Minister Benjamin Netanyahu, Elon Musk discussed plans to introduce a monthly subscription fee for all users of X, formerly known as Twitter, as part of a strategy to combat the platform's ""vast armies of bots.""","In a recent livestream with Israeli Prime Minister Benjamin Netanyahu, Elon Musk discussed plans to introduce a monthly subscription fee for all users of X, formerly known as Twitter, as part of a st… [+2256 chars]"
Fox News,Hanna Panreck,2023-09-19,Larry David accused stunned Elon Musk at a wedding of supporting child murder: Book,"Comedian Larry David confronted billionaire Elon Musk at a wedding over the X owner's support for the GOP, according to a new book.","According to a new book, liberal comedian Larry David confronted billionaire Elon Musk at wedding they both attended over his support for the Republican Party, equating it with supporting child murde… [+3882 chars]"
Fortune,Paolo Confino,2023-09-19,"AI's existential threat is a ‘completely bonkers distraction’ because there are 'like 101 more practical issues' to talk about, top founder in the field says","Suleyman, one of the world’s leading AI experts believes talk of “existential risk stuff” from the likes of Elon Musk distracts from the pressing need for AI regulation.","Elon Musk has repeatedly referred to AI as a civilizational risk. Geoffrey Hinton, one of the founding fathers of AI research, changed his tune recently, calling AI an existential threat. And then th… [+5591 chars]"
News24,news24,2023-09-19,News24 | Israeli PM Netanyahu urges Musk to curb anti-Semitism on X platform,Israel's Prime Minister Benjamin Netanyahu on Monday urged Elon Musk to fight anti-Semitism on his X platform as he sat down with the tech tycoon to discuss artificial intelligence.,<ul><li>The conversation between Benjamin Netanyahu and Elon Musk was broadcast on the X platform.</li><li>Musk has threatened to sue a US based Jewish organisation for making accusations of anti-Sem… [+2802 chars]
TechCrunch,Rebecca Bellan,2023-09-19,DOJ investigates Elon Musk perks at Tesla | TechCrunch,The U.S. Department of Justice is investigating the personal benefits that Tesla may have provided its CEO Elon Musk since 2017 as part of a criminal,The U.S. Department of Justice is investigating the personal benefits that Tesla may have provided its CEO Elon Musk since 2017 as part of a criminal probe that is also looking into the use of compan… [+2094 chars]
The Jerusalem Post,By ZVIKA KLEIN,2023-09-19,WZO leaders clash over Netanyahu-Musk meeting,Discussions in the WZO about Prime Minister Benjamin Netanyahu's meeting with Elon Musk started Monday and continued Tuesday.,"The Monday conversation between Israeli Prime Minister Benjamin Netanyahu and Tesla CEO Elon Musk, aimed at addressing concerns about antisemitism, has ignited a lively debate among senior officials … [+3827 chars]"
Business Insider,Tim Levin,2023-09-20,A Tesla sedan drag raced a $4 million Bugatti — the results were surprisingly close,"The $110,000 Tesla Model S Plaid did surprisingly well against the multimillion-dollar Bugatti supercar.","Both the Tesla and the Bugatti offer massive amounts of horsepower and speed — but one is gas-powered and one is electric. Bugatti, Tesla
<ul><li>A Tesla Model S drag raced a Bugatti Chiron. </li><l… [+2290 chars]"
Business Insider,Tim Levin,2023-09-20,Tesla is giving away a free car to owners who get their friends to buy a Tesla,Tesla owners who get a friend to buy a Tesla before the end of the month could win a free Model 3.,"The Tesla Model 3.Xing Yun/Getty Images
<ul><li>Tesla is dangling the prospect of a free Model 3 in front of its loyal fans. </li><li>Tesla owners who get a friend to buy a Tesla before the end of t… [+1753 chars]"
Business Insider,Beatrice Nolan,2023-09-20,"Elon Musk's suggested X paywall is too risky to succeed, experts say: 'It will only speed up the deterioration of a platform in chaos.'","Elon Musk has proposed a paywall for X, formerly Twitter, and experts are skeptical about the suggested business model.","Elon Musk said a paywall for X could help combat bots on the platform.Chesnot/Getty Images
<ul><li>Elon Musk has proposed a paywall for X, but some experts are skeptical.</li><li>The billionaire sai… [+2774 chars]"
Business Insider,"htenore@insider.com (Haley Tenore,Grace Kay)",2023-09-20,"Elon Musk told Tucker Carlson he 'voted for Biden.' Turns out, he apparently didn't vote at all.","Elon Musk said multiple times he ""voted for Biden"" in 2020, but a new book says he didn't vote in the general election, thinking it a waste of time.","Elon Musk has seemingly changed his tune about how he voted in the 2020 US presidential election.
Rather, he apparently didn't vote in the general election telling biographer Walter Isaacson that he… [+4177 chars]"
Business Insider,Hasan Chowdhury,2023-09-20,Elon Musk denied a report that Tesla planned to build a factory in Saudi Arabia. It's the latest development in his complicated history with the nation.,Tesla CEO Elon Musk has a thorny and sometimes adversarial relationship with the Saudi government. Here's what we know.,"Elon Musk has a longstanding feud with Saudi Arabia. Chesnot/Getty Images
<ul><li>Elon Musk has denied a report suggesting Tesla has plans to set up a factory in Saudi Arabia.</li><li>The Wall Stree… [+6664 chars]"
Business Insider,Haley Tenore,2023-09-20,Elon Musk crashed Grimes' voice-recording session for 'Cyberpunk 2077' with a 200-year-old musket and 'insisted' on a cameo,"Elon Musk visited Grimes while she was recording lines for ""Cyberpunk 2077"" and brought a 200-year old gun. Musk apparently ""insisted"" on a cameo.","Walter Isaacson's new biography on Elon Musk reveals a time when he entered Grimes's recording session for Cyberpunk 2077 with a gun because he wanted a cameo in the game.Theo Wargo/Getty Images
<ul… [+3205 chars]"
Business Insider,"htenore@insider.com (Haley Tenore,Grace Kay)",2023-09-20,"Elon Musk told Tucker Carlson he 'voted for Biden.' Turns out, he apparently didn't vote at all.","Elon Musk said multiple times he ""voted for Biden"" in 2020, but a new book says he didn't vote in the general election, thinking it a waste of time.","Elon Musk has seemingly changed his tune about how he voted in the 2020 US presidential election.
Rather, he apparently didn't vote in the general election telling biographer Walter Isaacson that he… [+4177 chars]"
Mashable,James Paul,2023-09-20,Elon Musk Suggests Twitter Might Go Behind Paywall; Might Charge Regular Users A Small Fee,Elon Musk Suggests Twitter Might Go Behind Paywall; Might Charge Regular Users A Small Feemashable.com,The metamorphosis of Twitter into X comes at a greater cost amid mounting expenses to run the microblogging platform. It seems like ad revenues and premium subscriptions are not enough to sustain the… [+2418 chars]
The Washington Post,Will Oremus,2023-09-20,Eight interesting details from Walter Isaacson’s Elon Musk biography,Did Musk’s dad own an emerald mine? Does Musk believe his own wild promises? And how smart is he really?,"Comment on this story
Comment
Walter Isaacsons new biography of Elon Musk has made headlines for its now-disputed account of how Musk supposedly scuttled a Ukrainian drone attack by pulling the plu… [+7642 chars]"
Business Insider,Tim Levin,2023-09-20,Tesla is giving away a free car to owners who get their friends to buy a Tesla,Tesla owners who get a friend to buy a Tesla before the end of the month could win a free Model 3.,"The Tesla Model 3.Xing Yun/Getty Images
<ul><li>Tesla is dangling the prospect of a free Model 3 in front of its loyal fans. </li><li>Tesla owners who get a friend to buy a Tesla before the end of t… [+1753 chars]"
Newsweek,Sophie Lloyd,2023-09-21,Kathy Griffin Explains Elon Musk Feud—'He Got Very Upset With Me',"The comedian said the SpaceX founder kicked her off Twitter ""personally"" due to the stunt.","Kathy Griffin has revealed the reason for her feud with Elon Musk, after the tech mogul kicked the comedian off Twitter last year.
Appearing on the podcast Onward with Rosie O'Donnell, the 62-year-o… [+3905 chars]"
Business Insider,Lloyd Lee,2023-09-21,"Elon Musk's claim that no monkey died as a result of Neuralink implants contradicts records that show how the animals experienced brain swelling, paralysis, seizures, and other health effects, letter to SEC alleges","A nonprofit alleges that research records of Neuralink's experiment on at least a dozen monkeys contradict Elon Musk's claims that ""no monkey has died as a result"" of the chip.","Elon Musk in June 2023 at the Viva Tech conference.Chesnot/Getty Images
<ul><li>Elon Musk's Neuralink used monkeys to test its brain chip that can connect to a device.</li><li>Musk said on X, former… [+4901 chars]"
Breitbart News,"Alana Mastrangelo, Alana Mastrangelo",2023-09-21,Green Inferno: Tesla Model 3 Engulfed in Flames After Hitting Debris on New Jersey Road,"A 2022 Tesla Model 3 reportedly caught fire and was completely destroyed in Newark, New Jersey, last week after the electric vehicle struck debris on the road.","A 2022 Tesla Model 3 reportedly caught fire and was completely destroyed in Newark, New Jersey, last week after the electric vehicle struck debris on the road.
The electric vehicle started issuing w… [+2445 chars]"
Business Insider,Lloyd Lee,2023-09-21,"Elon Musk's claim that no monkey died as a result of Neuralink implants contradicts records that show how the animals experienced brain swelling, paralysis, seizures, and other health effects, letter to SEC alleges","A nonprofit alleges that research records of Neuralink's experiment on at least a dozen monkeys contradict Elon Musk's claims that ""no monkey has died as a result"" of the chip.","Elon Musk in June 2023 at the Viva Tech conference.Chesnot/Getty Images
<ul><li>Elon Musk's Neuralink used monkeys to test its brain chip that can connect to a device.</li><li>Musk said on X, former… [+4901 chars]"
Ars Technica,Jonathan M. Gitlin,2023-09-21,"Jaguar jettisions CCS charger plug, negotiates Tesla Supercharger access",Jaguars will sport native North American Charging Standard plugs from 2025.,"Enlarge/ Jaguar is the latest automaker to negotiate a switch from the Combined Charging Standard to the North American Charging Standard.
10 with 
The North American Charging Standard has another … [+2913 chars]"
Business Insider,Tom Carter,2023-09-22,Elon Musk's X has added 'formerly Twitter' to its App Store description as users continue to struggle with its rebrand,"The app has changed its description on the app store from ""Blaze your glory"" to ""Formerly Twitter"", after the chaotic rebrand of the social media platform.","CEO of SpaceX and Tesla and owner of Twitter, Elon Musk.Chesnot via Getty Images
<ul><li>X changes its app store tagline after users complain about confusing new name and logo.</li><li>The social me… [+1969 chars]"
Business Insider,Tom Carter,2023-09-22,Elon Musk's X has added 'formerly Twitter' to its App Store description as users continue to struggle with its rebrand,"The app has changed its description on the app store from ""Blaze your glory"" to ""Formerly Twitter"", after the chaotic rebrand of the social media platform.","CEO of SpaceX and Tesla and owner of Twitter, Elon Musk.Chesnot via Getty Images
<ul><li>X changes its app store tagline after users complain about confusing new name and logo.</li><li>The social me… [+1969 chars]"
Engadget,Steve Dent,2023-09-22,Jaguar signs on to use Tesla's chargers too,"Jaguar is joining Mercedes, Polestar and other automakers in adopting Tesla's NACS chargers for vehicles sold in North America starting in 2025. The company signed an agreement with Tesla to gain access to its 12,000+ Superchargers for its ""current and future…","Jaguar is joining Mercedes, Polestar and other automakers in adopting Tesla's NACS chargers for vehicles sold in North America starting in 2025. The company signed an agreement with Tesla to gain acc… [+1804 chars]"
The Jerusalem Post,By MAAYAN JAFFE-HOFFMAN,2023-09-23,Elon Musk and social media’s profit-making mechanisms - comment,Forget the news; now it’s all about entertainment. And that’s how billionaire entrepreneur Elon Musk got into trouble over antisemitism.,"During a live-streamed conversation with Prime Minister Benjamin Netanyahu, Elon Musk bluntly admitted that amusement was now the primary driver for social networks.
The main goal of X, at least sin… [+6369 chars]"
Business Insider,Lakshmi Varanasi,2023-09-24,AOC says she's looking to trade in her Tesla for a union-made EV after clash with Elon Musk,AOC reiterated on Face the Nation on Sunday that she wants to trade in her Tesla for a union-made EV.,"Rep. Alexandria Ocasio-Cortez once again said she wants to trade in her Tesla for a union-made EV.Tom Williams/CQ Roll Call
<ul>
<li>AOC said on Face the Nation on Sunday that she wants to trade in … [+1651 chars]"
Business Insider,Grace Kay,2023-09-25,Elon Musk might be the internet's worst boyfriend. At least that's what it seems like in his new biography.,What's it like to date the richest man in the world? It's not all glitz and glamour. A new biography of Elon Musk paints a somewhat sobering picture.,"Elon Musk can be a difficult person to be in a relationship with, Walter Isaacson's new biography on the billionaire reveals.Nathan Howard/Getty Images, Kurt Krieger/Corbis via Getty Images, David M.… [+6758 chars]"
Engadget,Kris Holt,2023-09-25,Huawei and Chery Autos claim their first production EV bests the Tesla Model S,"Huawei
 is moving deeper into the electric vehicle business with the help of Chery Autos
 and now we know when the first production model from their joint venture will arrive. Luxeed is slated to debut its coupe-style S7 in China in late November, according…","Huawei
 is moving deeper into the electric vehicle business with the help of Chery Autos
 and now we know when the first production model from their joint venture will arrive. Luxeed is slated to d… [+1280 chars]"
Fortune,Nicholas Gordon,2023-09-25,AOC is 'looking into trading in' the Tesla she's had for years because of the UAW strike. It shows the Biden/EV dilemma,"Alexandria Ocasio-Cortez wants a union-made EV, but the UAW strike and the Biden EV push can't disguise the fact that those aren't plentiful.","Representative Alexandria Ocasio-Cortez (D-N.Y.) may be Elon Musks congressional nemesis, but it sounds like shes finally be done with her own yearslong attachment to a Tesla electric vehicle.The con… [+4633 chars]"
Business Insider,Tim Levin,2023-09-25,AOC says she'll trade in her Tesla for a union-made EV. Her options are slim.,There aren't many union-made electric cars on the market. And even fewer that we think AOC might like.,"Rep. Alexandria Ocasio-Cortez wants to trade in her Tesla because it isn't union-made. Jeff Bachner/New York Daily News/Tribune News Service via Getty Images, Tesla
<ul><li>Rep. Alexandria Ocasio-Co… [+3072 chars]"
Business Insider,Grace Kay,2023-09-25,Elon Musk might be the internet's worst boyfriend. At least that's what it seems like in his new biography.,What's it like to date the richest man in the world? It's not all glitz and glamour. A new biography of Elon Musk paints a somewhat sobering picture.,"Elon Musk can be a difficult person to be in a relationship with, Walter Isaacson's new biography on the billionaire reveals.Nathan Howard/Getty Images, Kurt Krieger/Corbis via Getty Images, David M.… [+6758 chars]"
Fortune,Christiaan Hetzner,2023-09-26,Elon Musk's Shanghai-built Tesla EVs targeted in EU probe into Chinese state subsidies to avoid 'a race to the bottom',Tesla's Chinese factory is one of the largest car plants in the world — and its most profitable.,"When historians look back on the electric vehicle industry, they may very well point to this past month as the turning point marking Chinas emergence as a global player in the auto industry. First it… [+4229 chars]"
Fox News,Lindsay Kornick,2023-09-26,"One year later, AOC continues to suggest that she will trade in her non-union made Tesla","Rep. Alexandria Ocasio-Cortez, D-N.Y., originally claimed she would trade in her Tesla back in May 2022 over her online feud with Elon Musk and his politics.","Rep. Alexandria Ocasio-Cortez, D-N.Y. has still not traded in her non-union made Tesla after suggesting over a year ago she would trade in the vehicle. 
On CBS ""Face the Nation"" Sunday, Ocasio-Corte… [+3668 chars]"
The Jerusalem Post,By ZVIKA KLEIN,2023-09-27,Elon Musk's showdown with Jewish leaders amidst X's antisemitism crisis,Musk has come under fire as antisemitism has spiked on X (formerly Twitter) since he acquired the company.,"Elon Musk, the world's wealthiest individual and the mind behind X (formerly Twitter) and Tesla, is set to engage in a pivotal discussion with prominent Jewish figures on Thursday, The Jerusalem Post… [+3347 chars]"
Business Insider,Jennifer Sor,2023-09-27,Tesla's stock price target gets cut by Deutsche Bank as the EV maker faces 'considerable downside risk' to 2024 earnings,"The bank trimmed its 2024 production outlook for Tesla to 2.1 million units next year, down from the consensus expectation of 2.3 million units.","BI
<ul>
<li>Deutsche Bank cut its 12-month Tesla's stock price target on Wednesday.</li>
<li>The bank's analysts warned that the EV maker faces headwinds to earnings growth in 2024. </li>
<li>The ba… [+2318 chars]"
Breitbart News,"Lucas Nolan, Lucas Nolan",2023-09-27,Elon Musk Considered Building a Tesla Factory in Dallas but Decided City Is 'Too Texas',"Elon Musk contemplated various cities including Dallas to be the site of a new Tesla factory before eventually settling on Austin. Musk reportedly deemed Dallas to be ""too Texas,"" according to Walter Isaacson’s new biography.","Elon Musk contemplated various cities including Dallas to be the site of a new Tesla factory before eventually settling on Austin. Musk reportedly deemed Dallas to be “too Texas,” according to Walter… [+2126 chars]"
Business Insider,Sawdah Bhaimiya,2023-09-27,"X owner Elon Musk largely runs the social media giant from his iPhone, employees say","X employees have learnt not to send Elon Musk attachments or documents or spreadsheets in an email, per a Financial Times report.","Elon Musk likes to be sent information in emails without attachments or spreadsheets in them.Stefani Reynolds/AFP/Getty Images
<ul><li>Elon Musk leads the social media giant X from his iPhone, emplo… [+2411 chars]"
The Times of India,Reuters,2023-09-27,Elon Musk-led Tesla's rivals scrap for thin slices of US EV sales,"Ford's decision to halt a planned $3.5 billion battery plant in Michigan highlights the challenge faced by Tesla's competitors in the US market. Most automakers are launching new electric vehicles (EVs) and investing in EV and battery plants, but few are sell…",Ford Motor's decision to hit the brakes on a planned $3.5 billion battery plant in Michigan highlights a challenge for Tesla's growing crowd of rivals in the U.S. market: Tesla is pushing most of the… [+2851 chars]
The Jerusalem Post,By RON KAMPEAS/JTA,2023-09-27,More than 120 Jewish activists call on advertisers and app stores to drop Twitter/X,“We have watched in horror as a new stage in antisemitic discourse has spread like wildfire on one of America’s largest social media networks.”,"More than 100 Jewish activists have signed a letter appealing to major advertisers to end their relationship with X, the platform previously known as Twitter that is owned by Elon Musk, calling it “a… [+2712 chars]"
The Irish Times,Neil Briscoe,2023-09-27,Are electric cars a bigger fire hazard?,"EV fires can be catastrophic, but they’re far less common than you’d think","The images were as dramatic as they were scary. A Tesla Model S, painted in the high-visibility shade of yellow we associate with crash testing, was remotely launched up, over, and off a large ramp, … [+10193 chars]"
News.com.au,Brielle Burns,2023-09-27,Queensland Tesla fire: Firefighters told not to put out blaze,"A Tesla battery has caught fire at a large-scale storage site in Queensland, with firefighters told not to put out the blaze.","A Tesla battery has caught fire at a large-scale storage site in Queensland, with firefighters told not to put out the blaze.
Emergency services were called to the power substation at Bouldercombe, … [+3197 chars]"
Newsweek,Shannon Power,2023-09-27,Elon Musk's COVID-19 Vaccine Comment Goes Viral,The X owner is no stranger to making controversial comments about the COVID-19 vaccines.,"A tweet by Elon Musk about the COVID-19 vaccine has gone viral, after he posted about ""disinformation.""
The Tesla CEO took to X, formerly Twitter, which he also owns, to share a montage of news head… [+2972 chars]"
Business Insider,Grace Kay,2023-09-27,We asked Elon Musk's dad what he thought about the new book out on his son. He had a lot to say.,Errol Musk is mentioned over 120 times in the new Elon Musk biography — often in a negative light.,"Errol Musk (left) said he doesn't plan to read the biography on his son, Elon Musk (right), that was written by Walter Isaacson (center).GIANLUIGI GUERCIA/AFP via Getty Images, SXSW/Chesnot/Getty Ima… [+6055 chars]"
CNN,Peter Valdes-Dapena,2023-09-28,Equal Employment Opportunity Commission sues Tesla alleging racism at California factory,"The United States government's Equal Employment Opportunity Commission sued Tesla Thursday alleging the automaker allowed repeated and overt displays of racism toward Black employees in its Fremont, California, factory.","The United States governments Equal Employment Opportunity Commission sued Tesla Thursday alleging the automaker allowed repeated and overt displays of racism toward Black employees in its Fremont, C… [+2400 chars]"
CBS News,Khristopher J. Brooks,2023-09-28,Tesla sued by EEOC for allegedly racist and hostile work environment,"Black workers were called ""boy"" and ""monkey,"" a U.S. Equal Employment Opportunity Commission lawsuit claims.","White employees at Tesla have hurled racist slurs at Black co-workers inside the automaker's factory in Fremont, California, for at least eight years and the company has refused to stamp out the beha… [+2384 chars]"
The Jerusalem Post,By ZVIKA KLEIN,2023-09-28,Musk gives 'tentative yes' to Auschwitz visit with the European Jewish Association,"The meeting was prompted by a series of controversial incidents involving Musk, earlier that month, he had threatened to sue the Anti-Defamation League (ADL) for billions of dollars.","Elon Musk, the world's wealthiest individual and the visionary behind X (formerly Twitter) and Tesla, has tentatively agreed to visit Auschwitz following a heartfelt request from European Jewish Asso… [+7676 chars]"
CBS News,Khristopher J. Brooks,2023-09-28,Tesla sued by EEOC for allegedly racist and hostile work environment,"Black workers were called ""boy"" and ""monkey,"" a U.S. Equal Employment Opportunity Commission lawsuit claims.","White employees at Tesla have hurled racist slurs at Black co-workers inside the automaker's factory in Fremont, California, for at least eight years and the company has refused to stamp out the beha… [+2586 chars]"
Reuters,Dan Levine,2023-09-28,Tesla trial over Autopilot fatality kicks off in California,"The lawyer representing victims of a fatal crash of a Tesla Model 3 car in his opening statement in court on Thursday blamed the company's Autopilot driver assistant system, saying that ""a car company should never sell consumers experimental vehicles.""","SAN FRANCISCO, Sept 28 (Reuters) - The lawyer representing victims of a fatal crash of a Tesla Model 3 car in his opening statement in court on Thursday blamed the company's Autopilot driver assistan… [+3434 chars]"
ABC News (AU),ABC News,2023-09-28,"Live: Australian markets to rise, as US regulator sues Tesla for 'racial harassment and retaliation'","The US version of Fair Work has launched a lawsuit against Elon Musk's Tesla, accusing the electric car and battery giant of ""widespread and ongoing racial harassment of its Black employees"". Read all about today's business news on our live blog.","Good morning!
Emilia here with your final live markets blog for the week. If you're in Victoria, happy public holiday if you're getting it off.
We've got some big international news this morning, w… [+714 chars]"
The Washington Post,Trisha Thadani,2023-09-28,Tesla to face jury in first of several cases over Autopilot crashes,The trial over a fatal crash is the first in a string of cases involving Autopilot that will be litigated around the country in the coming months.,"Comment on this story
Comment
An earlier version of this article misidentified Lindsay Molander as the wife of Micah Lee, who died while allegedly using Autopilot features in his Tesla. Molander wa… [+9432 chars]"
Business Insider,Sarah Jackson,2023-09-28,Elon Musk's biographer says X CEO's rocky interview was 'not a pretty sight' but she's 'the right person' for the job,"Musk's biographer, Walter Isaacson, said it'll be ""interesting"" to see X under Linda Yaccarino's leadership and described her as ""an impulsive hire.""","X CEO Linda Yaccarino still has the support of Elon Musk's biographer, who says she's ""the right person"" for the job, though he admits her Code Conference interview was ""not a pretty sight.""Isaac Bre… [+4966 chars]"
ABC News,"Brittany Gaddy, Deena Zaru",2023-09-28,"EEOC sues Tesla, alleging race discrimination and retaliation against Black employees","Tesla, the electric car company, is facing accusations of racial harassment and discrimination against Black employees outlined in a federal lawsuit filed by the EEOC.","The U.S. Equal Employment Opportunity Commission filed a federal lawsuit Thursday against Tesla, alleging the company engaged in racial harassment and discrimination.
The complaint, which was filed … [+2944 chars]"
Fortune,Christiaan Hetzner,2023-09-29,"Musk takes time out from running his X, Tesla and SpaceX empire to livestream about illegal immigration from U.S. border",A Tesla bull questioned the logic behind Musk traveling to Eagle Pass at a time when Joe Biden is in Detroit alongside picketing UAW auto workers.,"Elon Musk, renowned for his ambitions in advancing sustainable energy, robotics, and space exploration, has turned his attention to a pressing issue closer to home: illegal immigration.Despite his de… [+3495 chars]"
The Times of India,ET Online,2023-09-29,Elon Musk livestreams from US-Mexico border to give people firsthand account of migrant crisis,Billionaire Elon Musk visited the Texas border with Mexico to witness the migrant crisis firsthand. He live-streamed his tour on his platform and expressed his support for an expanded legal immigration system while also advocating for stopping the flow of ill…,"Amidst the ongoing migrant crisis in the US, billionaire Elon Musk visited the Texas border with Mexico and live-streamed his tour of the area to give people a sense of the real situation of the migr… [+2852 chars]"
Business Insider,ktan@insider.com (Kwan Wei Kevin Tan),2023-09-29,"A cowboy-hat-donning, aviator-shades-wearing Elon Musk hiked down south to Texas to try to make a point about migration","Musk's also claimed on X on Wednesday that the US needs a border wall to keep migrants who don't have ""some shred of evidence to claim asylum"" out.","Elon Musk on Thursday put on a cowboy hat and headed to Texas in what appeared to be an attempt to make a point about migration across the Southern border.
""Elon here. I'm at Eagle Pass. Just arrive… [+3070 chars]"
Reuters,Aditya Soni,2023-09-29,"Tesla's deliveries expected to fall on plant shutdowns, soft demand","Tesla may miss estimates for third-quarter deliveries due to planned factory shutdowns and soft demand that led the automaker to boost discounts, several Wall Street analysts warned in the run-up to the report that could come as early as Sunday.","Sept 29 (Reuters) - Tesla may miss estimates for third-quarter deliveries due to planned factory shutdowns and soft demand that led the automaker to boost discounts, several Wall Street analysts warn… [+3440 chars]"
The Washington Post,Anumita Kaur,2023-09-29,"Tesla sued by federal gov for racial harassment, racist graffiti, slurs",The Equal Employment Opportunity Commission has alleged that Elon Musk’s electric vehicle company allowed racial harassment to run rampant in its workplace.,"Comment on this story
Comment
Elon Musks electric vehicle company Tesla allowed racial harassment of its Black employees to run rampant at its Fremont, Calif., plant and retaliated against some wor… [+3346 chars]"
Next Big Future,Brian Wang,2023-09-30,2024 The Year of Mass Produced Humanoid Robots,The Tesla Teslabot and the Agility Robotics Digit will both be mass produced in the thousands in 2024. Agility Robotics announced a factory they had started last year would be completed and in production late in 2023. Mass production takes a few months to ram…,The Tesla Teslabot and the Agility Robotics Digit will both be mass produced in the thousands in 2024. Agility Robotics announced a factory they had started last year would be completed and in produc… [+2866 chars]
Business Insider,Grace Kay,2023-09-30,"Elon Musk's dad, 77, says he'd have more kids — but only if he could find a woman under 35","Elon Musk's father, Errol, has seven known children, including two he had with his former stepdaughter. He told Insider he'd have more.","Errol Musk, the father of Elon Musk, told Insider he'd be open to having more children.Denver Post Photo by Cyrus McCrimmon
<ul><li>Errol Musk said he'd be open to having more children if he could f… [+4024 chars]"
Fortune,Bloomberg,2023-10-01,Tesla faces such fierce competition in China that it's offering a revamped Model Y with no price increase,Elon Musk's electric-vehicle maker faces escalating price pressure from domestic rivals like BYD Co.,"Tesla Inc. released an updated version of the Model Y in China, with improved configurations and the same starting price, in a push to better compete with local rivals.Among the changes is a slightly… [+840 chars]"
The Verge,Elizabeth Lopatto,2023-10-01,How the Elon Musk biography exposes Walter Isaacson,Walter Isaacson’s Elon Musk is a strangely incurious book. Its shallow reporting and bizarre skew left me with more questions than I had before I read it.,"How the Elon Musk biography exposes Walter Isaacson
How the Elon Musk biography exposes Walter Isaacson
 / One way to keep Musks myth intact is simply not to check things out.
ByElizabeth Lopatto,… [+19285 chars]"
The Verge,Wes Davis,2023-10-01,Tesla rolls out an updated Model Y in China but keeps the same starting price,"A new Tesla Model Y in China gets better acceleration, new wheels, ambient LED lighting for the dashboard, and a long-range option.","Tesla rolls out an updated Model Y in China but keeps the same starting price
Tesla rolls out an updated Model Y in China but keeps the same starting price
 / The Model Y for China gets new LED das… [+1165 chars]"
Business Insider,Huileng Tan,2023-10-02,Billionaire investor Bill Ackman says he would be 'absolutely' interested in a deal with Elon Musk's X,"However, Ackman — who is worth $3.6 billion as of Sunday — told the WSJ he doesn't know if X is interested, or if the deal is doable.","Composite of Elon Musk and Bill Ackman.Chesnot/Michael Bezjian/Getty Images for Brand Innovators
<ul>
<li>Billionaire investor Bill Ackman told the WSJ he would be interested in a deal with Elon Mus… [+2399 chars]"
The Times of India,Reuters,2023-10-02,Tesla reports misses estimates for quarterly deliveries; shares fall,"Tesla's third-quarter deliveries fell short of market estimates due to production constraints caused by planned factory shutdowns. The automaker delivered 435,059 vehicles in the quarter, down nearly 7% from the previous quarter. Despite the miss, Tesla maint…","FD Calculator
When investing in a fixed deposit, the amount you deposit earns interest as per the prevailing...
Calculate Now"
The Verge,Jon Porter,2023-10-02,Tesla missed its Q3 target for the Cybertruck delivery event,Tesla didn’t end up holding a delivery event for its Cybertruck in the third quarter of 2023 as CEO Elon Musk was targeting.,"Tesla missed its Q3 target for the Cybertruck delivery event
Tesla missed its Q3 target for the Cybertruck delivery event
 / The quarter came and went without an official date for the event being a… [+2129 chars]"
CNN,Chris Isidore,2023-10-02,"Tesla sales slow, missing Wall Street forecasts",Tesla reported slower third quarter sales that fell short of Wall Street forecasts.,"Tesla reported slower third quarter sales that fell short of Wall Street forecasts.
The worlds largest electric car maker reported it delivered 435,000 vehicles in the period. Thats down 7% from the… [+1914 chars]"
NBC News,Ben Collins,2023-10-02,What was Elon Musk’s strategy for Twitter?,"A year after Elon Musk acquired Twitter, a game plan published by a fired Trump White House staffer provides a clue about his strategy for the social media platform.","On the day that public records revealed that Elon Musk had become Twitters biggest shareholder, an unknown sender texted the billionaire and recommended an article imploring him to acquire the social… [+10352 chars]"
The Times of India,The Feed,2023-10-02,"Elon Musk documentary movie: Name, production, director, all details you need to know",Elon Musk documentary titled 'Musk' is happening and Oscar winning director Alex Gibney is helming the project.,"Universal Pictures Content Group has secured the international rights to the Elon Musk documentary titled 'Musk', helmed by Academy Award-winning director Alex Gibney. The negotiations for this deal … [+1663 chars]"
The Irish Times,Richard Waters,2023-10-02,Tesla’s electric vehicle deliveries fall short of lowered expectations,Factory upgrades dent third-quarter production as high interest rates hit electric vehicle demand,"The number of new vehicles Tesla delivered in the latest quarter fell short even of Wall Streets reduced expectations, as planned factory shutdowns crimped production and demand for electric vehicles… [+1886 chars]"
