source_name,author,date,title,description,content
The Hill,Sarah Fortinsky,2023-09-29,EEOC sues Tesla over alleged racial discrimination of Black employees,"The U.S. Equal Employment Opportunity Commission (EEOC) sued Tesla on Thursday, arguing that Elon Musk’s electric-vehicle company has discriminated against its Black employees by “subjecting them to severe or pervasive racial harassment and by creating a host…","The U.S. Equal Employment Opportunity Commission (EEOC) sued Tesla on Thursday, arguing that Elon Musks electric-vehicle company has discriminated against its Black employees by subjecting them to se… [+2149 chars]"
TechCrunch,Kirsten Korosec,2023-10-02,"Bird loses its NYSE wings, Uber gets tight with taxis and Tesla gets sued again for racial discrimination | TechCrunch","The Station is a weekly newsletter about transportation. This week, Tesla gets sued, Uber gets tight with taxis and Bird is delisted.","The Station is a weekly newsletter dedicated to all things transportation. Sign up here  just click The Station  to receive the newsletter every weekend in your inbox. Subscribe for free. 
Welcome b… [+8151 chars]"
Ars Technica,Jon Brodkin,2023-09-29,"US agency sues Tesla as Black workers report “swastikas, threats, and nooses”","“I saw KKK epithets, a swastika, and the N-word,"" Black worker says.","Enlarge/ Cars parked at the Tesla factory in Fremont, California, on February 10, 2022.
2 with 
The US Equal Employment Opportunity Commission (EEOC) sued Tesla yesterday, alleging that the electri… [+3605 chars]"
Business Insider,ssheth@businessinsider.com (Sonam Sheth),2023-09-12,"Elon Musk learned hypnosis as a child and managed to convince his sister that she was a dog and to eat raw bacon, a new book says","Elon Musk learned magic tricks and hypnosis as a kid and once used it on his little sister, according to a new biography about the SpaceX and Tesla CEO.","When Elon Musk was a kid, he learned hypnosis and convinced his younger sister that she was a dog and persuaded her to eat raw bacon.
That's according to a new biography, ""Elon Musk,"" by the author … [+938 chars]"
Business Insider,Phil Rosen,2023-09-13,Tesla is the most shorted stock in the market - and investors have bet against it more than any other name for 3 straight months,"Elon Musk's EV maker topped the list of most shorted US large-cap stocks for a third consecutive month in August, a new report showed.","Tesla CEO Elon Musk.Yichuan Cao/NurPhoto via Getty Images
<ul>
<li>Tesla was the most shorted US large-cap stock for the third consecutive month in August, securities firm Hazeltree said.</li>
<li>C… [+1781 chars]"
ABC News (AU),Norman Hermant,2023-09-15,I rented a Tesla for a month. It was a steep learning curve,"A major car rental company was renting Teslas out for about one-third the cost of a petrol car. We figured, how different could it be?","My wife and I decided to rent a Tesla on a visit to Canada last month. A major car rental company was renting them for about one-third the cost of a petrol car. We figured, how different could it be?… [+4852 chars]"
Business Insider,Kylie Kirschner,2023-09-14,Google cofounder apparently tried to dodge the famous selfie Elon Musk took after the Tesla CEO denied having a one-night stand with his wife,"The new Elon Musk biography reveals that after WSJ reported on allegations that Musk slept with Sergey Brin's wife, Brin ""tried to avoid"" a selfie.","Musk denied having an affair with Shanahan, Brin's wife.Chip Somodevilla/Getty Images, Tim Mosenfelder/Getty Images
<ul>
<li>WSJ published a story last year that cited sources alleging Elon Musk sle… [+2675 chars]"
Fortune,Chloe Taylor,2023-09-15,"Taiwan hits out at Elon Musk over his China comments. ‘Listen up, Taiwan is certainly not for sale’",Tesla CEO Musk labeled self-ruled Taiwan “an integral part of China.”,"Elon Musk has landed himself at the center of yet another geopolitical controversy after angering a top Taiwanese politician.Speaking via teleconference at Los Angeless All-In Summit this week, Musk … [+4213 chars]"
The Jerusalem Post,By JERUSALEM POST STAFF,2023-09-18,"Tesla, Saudi Arabia in early talks for EV factory",Saudi Arabia is in early talks with US electric automaker Tesla to set up a manufacturing facility in the king,"Saudi Arabia is in early talks with US electric automaker Tesla to set up a manufacturing facility in the kingdom, the Wall Street Journal reported on Monday, citing sources familiar with the matter."
Business Insider,Tim Levin,2023-09-25,AOC says she'll trade in her Tesla for a union-made EV. Her options are slim.,There aren't many union-made electric cars on the market. And even fewer that we think AOC might like.,"Rep. Alexandria Ocasio-Cortez wants to trade in her Tesla because it isn't union-made. Jeff Bachner/New York Daily News/Tribune News Service via Getty Images, Tesla
<ul><li>Rep. Alexandria Ocasio-Co… [+3072 chars]"
Business Insider,psyme@insider.com (Pete Syme),2023-10-11,Tesla rejected a major union's claims of health and safety issues at its Berlin gigafactory — weeks after an official said he feared someone could die,"Tesla workers at the Berlin Gigafactory have suffered serious injuries like burns and amputated limbs, per local authority documents cited by Reuters.","Tesla has denied accusations from a German union and the country's media that workers at the Berlin Gigafactory are subject to inadequate health and safety provisions, Reuters reported.
Serious inju… [+1674 chars]"
CBS News,Kerry Breen,2023-09-26,"Jewish leaders criticize Elon Musk for antisemitism on X, formerly Twitter","A group of rabbis, academics and activists said the behavior of owner Elon Musk has allowed ""a new stage in antisemitic discourse"" to ""spread like wildfire"" on the social media site.","A group of 100 Jewish leaders, including some prominent rabbis and academics, released a public letter criticizing X, the social media platform formerly known as Twitter, and its owner Elon Musk for … [+4143 chars]"
Business Insider,Kylie Kirschner,2023-09-14,Google cofounder apparently tried to dodge the famous selfie Elon Musk took after the Tesla CEO denied having a one-night stand with his wife,"The new Elon Musk biography reveals that after WSJ reported on allegations that Musk slept with Sergey Brin's wife, Brin ""tried to avoid"" a selfie.","Musk denied having an affair with Shanahan, Brin's wife.Chip Somodevilla/Getty Images, Tim Mosenfelder/Getty Images
<ul>
<li>WSJ published a story last year that cited sources alleging Elon Musk sle… [+2675 chars]"
Business Insider,Jennifer Sor,2023-09-27,Tesla's stock price target gets cut by Deutsche Bank as the EV maker faces 'considerable downside risk' to 2024 earnings,"The bank trimmed its 2024 production outlook for Tesla to 2.1 million units next year, down from the consensus expectation of 2.3 million units.","BI
<ul>
<li>Deutsche Bank cut its 12-month Tesla's stock price target on Wednesday.</li>
<li>The bank's analysts warned that the EV maker faces headwinds to earnings growth in 2024. </li>
<li>The ba… [+2318 chars]"
Next Big Future,Brian Wang,2023-09-24,"Oracle is Focused on Generative AI, a New Supercomputer and a Cybertruck Police Car","Oracle CEO Larry Ellison described using Oracle using Tesla Cybertruck as a next-generation police car. He says it will be very safe, very fast and it already has all of the cameras and screens that Oracle’s software needs. The details will be disclosed when …","Oracle CEO Larry Ellison described using Oracle using Tesla Cybertruck as a next-generation police car. He says it will be very safe, very fast and it already has all of the cameras and screens that … [+1681 chars]"
Fortune,Christiaan Hetzner,2023-10-02,Tesla unveils first quarter-on-quarter decline since 2020,A sequential decline snaps a consistent winning streak that stretched back to the early days of the Model Y in 2020.,"Elon Musk couldnt pull a rabbit out of a hat after all. Third-quarter vehicle sales at Tesla fell well short of expectations, with the carmaker suffering its first quarter-on-quarter decline since pr… [+5565 chars]"
Business Insider,gdean@insider.com (Grace Dean),2023-09-14,"Elon Musk said that he had to take 'random drug tests for a couple of years' after smoking weed on the Joe Rogan podcast: 'Fortunately, I really don't like doing illegal drugs'","Elon Musk, who is known for cracking 420 jokes and has reportedly taken ketamine, told his biographer he ""really"" doesn't like taking illegal drugs.","Elon Musk, who is known for cracking 420 jokes and has reportedly taken ketamine, told his biographer that he ""really"" doesn't like taking illegal drugs.
The Wall Street Journal
 reported in June t… [+3312 chars]"
Business Insider,Tom Carter,2023-09-29,Elon Musk describes himself as 'aspirationally Jewish' as he pushes back on reports that X is spreading antisemitism,"X owner Elon Musk said his entire life was ""pro-semitic"" in a recent conversation with conservative commentator Ben Shapiro.","Elon Musk comments came after he threatened to sue the ADL, saying it had accused him of antisemitism.Nathan Howard/Getty Images
<ul><li>Elon Musk said that he can't be antisemitic as he's ""aspirati… [+2547 chars]"
The Times of India,ET Online,2023-09-26,"Tesla's humanoid robot Optimus can now do intricate yoga poses, boss Elon Musk hails it as 'Progress'","Tesla has shared a video showcasing its AI-powered humanoid robot, Optimus, performing various tasks with precision and even doing yoga poses. The video has gone viral, amassing over 12 million views. Tesla has invited collaboration to further develop Optimus…","The year 2023 has seen rapid progress in the field of generative artificial intelligence (AI) and now Elon Musk's Tesla is making waves after sharing a video featuring its AI-powered humanoid robot, … [+2940 chars]"
NBC News,"Lora Kolodny, CNBC",2023-09-28,"EEOC sues Tesla, alleges racist harassment of Black workers, retaliation against those who spoke out","The EEOC has sued Tesla, accusing Elon Musk’s electric car maker of violating “federal law by tolerating widespread and ongoing racial harassment of its Black employees and by subjecting some of these workers to retaliation for opposing the harassment.”","The U.S. Equal Employment Opportunity Commission has sued Tesla, accusing Elon Musks electric car maker of violating federal law by tolerating widespread and ongoing racial harassment of its Black em… [+1843 chars]"
Business Insider,Sawdah Bhaimiya,2023-09-19,The boss of the United Auto Workers union said Tesla workers are 'scraping to get by' so that 'greedy people like Elon Musk can build more rocket ships',"Thew United Auto Worker's union boss defended worker demands for higher pay saying companies could double wages and ""still make billions in profits.""","UAW President Shawn Fain marches with UAW members through downtown Detroit on September 15, 2023.Bill Pugliano/Getty
<ul><li>The United Auto Workers president Shawn Fain defended worker demands for … [+2765 chars]"
Hacker News,,2023-09-18,Y Combinator Podcast #4: Sam Altman Interviews Elon Musk,"Elon is the CEO of SpaceX and Tesla Motors.

Originally a cofounder of Paypal, Elon Musk founded SpaceX to enable the
colonization of Mars.


--------------------------------------------------------------------------------








----------------------------…","Elon is the CEO of SpaceX and Tesla Motors.
Originally a cofounder of Paypal, Elon Musk founded SpaceX to enable the colonization of Mars.
Subscribe
iTunesGoogle PlayStitcherRSS
Transcript
Craig… [+20035 chars]"
Fortune,Christiaan Hetzner,2023-09-19,Musk wants to charge everyone to use Twitter to counter 'bots’,"Bots are actually advertisers' problems, but Musk needs to get account details from all his users if he wants to create an 'everything app' that rivals WeChat.","Right after he offered to buy Twitter for $44 billion last April, Elon Musk tweeted triumphantly we will defeat the spam bots or die trying!Almost a year into owning what he has renamed X, Musk by hi… [+3986 chars]"
Business Insider,Tim Levin,2023-09-15,"I compared Tesla rivals from Kia, Hyundai, and Genesis — and found the decision boils down to if you prefer style, luxury, or performance",Hyundai is making some of the best electric cars out there -- and has one of the best Tesla alternatives I've come across yet.,"The Kia EV6 GT, Genesis GV60, and Hyundai Ioniq 5 are three cool electric SUVs.Tim Levin/Insider
<ul>
<li>Hyundai and its Kia and Genesis brands are making some of the best electric cars today. </li… [+6364 chars]"
TechCrunch,Rebecca Bellan,2023-09-12,Tesla robotaxi concept looks like a two-seater Cybertruck,"An image of a Cybertruck-inspired Tesla robotaxi concept was revealed in the new Elon Musk biography by Walter Isaacson that launched Tuesday.  The two-door,...","An image of a Cybertruck-inspired Tesla robotaxi concept was revealed in the new Elon Musk biography by Walter Isaacson that launched Tuesday.
The two-door, two-seater, ""Cybertruck-like"" compact veh… [+4724 chars]"
Reuters,Chandni Shah,2023-09-18,Erdogan asks Musk to build Tesla factory in Turkey,"Turkish President Tayyip Erdogan asked Tesla <a href=""https://www.reuters.com/markets/companies/TSLA.O"" target=""_blank"">(TSLA.O)</a> CEO Elon Musk to build a Tesla factory in Turkey, the country's communications directorate said on Monday.","ISTANBUL, Sept 17 (Reuters) - Turkish President Tayyip Erdogan asked Tesla (TSLA.O) CEO Elon Musk to build a Tesla factory in Turkey, the country's communications directorate said on Monday.
It cite… [+2248 chars]"
Business Insider,Joseph Wilkins,2023-09-27,Elon Musk says the UAW's strike demands will drive America's big 3 automakers 'bankrupt',"Workers at Ford, General Motors, and Chrysler owner Stellantis began the first simultaneous walkout on September 15 in a row over wages and working hours.","Elon Musk is CEO of Tesla.Getty Images
<ul>
<li>Elon Musk hit out at the United Auto Workers in a post on X on Tuesday. </li>
<li>The Tesla CEO said the union's demands would ""drive GM, Ford and Chr… [+1978 chars]"
Newsweek,Charles Lavery,2023-09-15,Taiwan 'Not for Sale': Elon Musk Rebuked for Toeing China's Line,"""Hope @elonmusk can also ask the #CCP to open @X to its people,"" Taiwan's foreign minister Joseph Wu said in response to Musk's comments about Taiwan and China.","Taiwan has publicly rebuked Elon Musk over his claim that it is an ""integral part of China"" and told Newsweek it ""condemns in the strongest terms the brutal mediation practices of China's authoritari… [+5230 chars]"
Next Big Future,Brian Wang,2023-09-19,Tesla Will Build a Car in Less Than an Hour Like Giant Lego,"Tesla is heading to a few big lego pieces put together by Teslabots in less than one hour. This is the unboxed process and the progression of casting large and complex pieces. In 2020, the Tesla Model 3 had 10,000 parts and took about ten hours to build from …","Tesla is heading to a few big lego pieces put together by Teslabots in less than one hour. This is the unboxed process and the progression of casting large and complex pieces. 
In 2020, the Tesla Mo… [+6179 chars]"
TechRadar,Leon Poultney,2023-10-03,Tesla Cybertruck interior and rocket-like acceleration revealed in leaked videos,A pair of leaked videos give us the clearest look at the Tesla Cybertruck’s production-spec interior and its acceleration.,"Tesla has repeatedly failed to meet its own proposed release dates for its futuristic electric pick-up truck, meaning potential owners have had to wait with baited breath to see Cybertruck on the roa… [+2362 chars]"
ABC News,BARBARA ORTUTAY AP technology writer,2023-09-13,US says Elon Musk should not be immune to testifying about the former Twitter,The U.S. government says the former Twitter’s request to end oversight of its data privacy and security practices is “meritless” and owner Elon Musk should not be immune to testifying about the company since he has “first-hand knowledge” of the conduct...,The U.S. government says the former Twitter's request to end oversight of its data privacy and security practices is meritless and owner Elon Musk should not be immune to testifying about the company… [+3634 chars]
Time,Isabella Ward and Marissa Newman / Bloomberg,2023-09-19,"Elon Musk Weighs Charging Users a Monthly Fee for X, Formerly Twitter","Elon Musk said a small monthly service fee for using X, formerly known as Twitter, could help fight off bot operations.","Elon Musk said that a small monthly service fee for using X could help fight off bot operations on the social media platform formerly known as Twitter. 
A subscription for all users would make the e… [+837 chars]"
Business Insider,Beatrice Nolan,2023-09-29,Elon Musk suggests a Trump-style wall should be built at the US-Mexico border to control immigration,"The billionaire took a Thursday trip to Eagle Pass, Texas, to livestream the border crisis.","Elon Musk visited Eagle Pass, Texas, on September 28.John Moore via Getty Images
<ul><li>Elon Musk believes that a wall should be built at the US-Mexico border for security reasons.</li><li>The bill… [+2314 chars]"
Business Insider,"Lloyd Lee,Erin Snodgrass",2023-09-15,Google co-founder Sergey Brin quietly divorced his wife this year after allegations that she had an affair with Elon Musk,A judge rejected Brin's attempt to seal the case over concerns about his high-profile stature.,"Musk denied having an affair with Shanahan, Brin's wife.Chip Somodevilla/Getty Images, Tim Mosenfelder/Getty Images
<ul>
<li>Sergey Brin filed for a divorce from his second wife, Nicole Shanahan, in… [+3237 chars]"
Business Insider,Zahra Tayeb,2023-09-15,Short-seller Jim Chanos is still betting against Tesla saying the stock is 'ridiculously overvalued' - and champions Nvidia as the 'It girl' of AI,"Famed short-seller Jim Chanos called Tesla a ""hopes and dreams"" stock, while hailing Nvidia as the ""It girl"" of an AI revolution currently underway.","Jim Chanos.David Orrell/CNBC/NBCU Photo Bank/NBCUniversal/Getty Images
<ul>
<li>Famed short-seller Jim Chanos said he remains bearish on Tesla, saying the stock is ""ridiculously overvalued."" </li>
<… [+1532 chars]"
Business Insider,Grace Kay,2023-10-02,Elon Musk's dad said he turned down a free Tesla from his son,"""I prefer to drive a Rolls-Royce,"" Errol Musk said, adding he felt shipping the Tesla was too expensive.","Errol Musk (left) said Elon Musk (right) offered to ship a Tesla to South Africa for him.GIANLUIGI GUERCIA/AFP via Getty Images and Chesnot/Getty Images
<ul><li>Errol Musk, Elon Musk's dad, said he … [+3699 chars]"
Business Insider,Theron Mohamed,2023-09-17,"Legendary investor Jeremy Grantham rang the alarm on stocks and recession, warned about the housing market, and hailed Elon Musk's Tesla. Here are his 10 best quotes from a recent event.","Jeremy Grantham warned the AI craze won't stop the bubble in stocks from bursting, and pegged the odds of a recession by early 2025 at 70%.","Jeremy Grantham.Nicholas Roberts/Reuters
<ul>
<li>Jeremy Grantham issued grim warnings about the US stock market and economy this week.</li>
<li>Stocks will slump despite AI buzz, and there's a 70% … [+3624 chars]"
Business Insider,Grace Dean,2023-09-12,"After Elon Musk spoke to Neuralink director Shivon Zilis about his population decline fears, she decided to have children. He suggested being her sperm donor.","Zilis said that choosing to have Musk as a sperm donor was an ""easy decision"" because she admires him more than anyone else on earth.","nullChesnot/Getty Images
<ul><li>Elon Musk and Shivon Zilis decided to have children together after he spoke to her about population decline.</li><li>The tech mogul and Zilis, currently a Neuralink … [+3391 chars]"
The Irish Times,Keith Duggan,2023-10-06,"Elon Musk: The confusing, bizarre life of a risk-seeking billionaire","Walter Isaacson shadowed the world’s most famous nerd for two years, talking to those closest to him",The specifics of Elon Musks arrival on planet Earth are laid out in vivid detail on page 16 of this mammoth exploration of what reads like a wild but hollow 50 years of gambolling by the sun king of … [+5109 chars]
CNN,"Catherine Thorbecke, CNN",2023-09-12,Tesla shares jump after Morgan Stanley predicts Dojo supercomputer could add $500 billion in market value,"Tesla’s Dojo supercomputer could fuel a $500 billion jump in the electric vehicle maker’s market value, analysts at Morgan Stanley said in a note Monday.","Teslas Dojo supercomputer could fuel a $500 billion jump in the electric vehicle makers market value, analysts at Morgan Stanley said in a note Monday.
Shares of Tesla jumped more than 6% during ear… [+1678 chars]"
Newsweek,Jamie Body,2023-10-06,More Bad News for Elon Musk After Twitter Takeover,The Securities and Exchange Commission has filed an application to compel Elon Musk to testify in an ongoing investigation over his purchase of Twitter.,"Entrepreneur Elon Musk has had a rough time since taking over Twitter, now rebranded as X, late last year, and it looks like he is in for more of the same.
The Securities and Exchange Commission (SE… [+2730 chars]"
Business Insider,Insider Inc.,2023-09-13,"Elon Musk, Mark Zuckerberg, Bill Gates and other tech names head to Washington for a closed-door meeting on policing AI","Some of the biggest tech leaders in the world, like Elon Musk and Mark Zuckerberg, gathered in Washington to discuss ways to potentially police AI.","Elon Musk, speaking outside the ""AI Insight Forum"" in Washington on Wednesday. He and other tech leaders were discussing artificial intelligence and possible government regulation.Photo by Nathan How… [+3864 chars]"
Reuters,Devjyot Ghoshal,2023-09-19,Focus: China's BYD rides on partnerships to expand EV sales in Southeast Asia,"China's electric vehicle giant BYD <a href=""https://www.reuters.com/markets/companies/002594.SZ"" target=""_blank"">(002594.SZ)</a> has been on a tear in Southeast Asia, shooting past rivals including Tesla <a href=""https://www.reuters.com/markets/companies/TSLA…","BANGKOK/JAKARTA, Sept 19 (Reuters) - China's electric vehicle giant BYD (002594.SZ) has been on a tear in Southeast Asia, shooting past rivals including Tesla (TSLA.O) to take more than a quarter of … [+5205 chars]"
Reuters,Reuters,2023-10-01,"Tesla launches updated Model Y in China, keeps starting price unchanged","U.S. automaker Tesla <a href=""https://www.reuters.com/markets/companies/TSLA.O"" target=""_blank"">(TSLA.O)</a> on Sunday released an updated version of its Model Y in China, with minor changes to the vehicle's exterior and interior.","SHANGHAI, Oct 1 (Reuters) - U.S. automaker Tesla (TSLA.O) on Sunday released an updated version of its Model Y in China, with minor changes to the vehicle's exterior and interior.
The changes includ… [+495 chars]"
BBC News,https://www.facebook.com/bbcnews,2023-09-15,Taiwan tells Elon Musk it is 'not for sale',Mr Musk draws anger from Taipei again for his comments saying the island belongs to China.,"Taiwan has told billionaire Elon Musk it is ""not for sale"" after he said the island was a part of China.
""Listen up, Taiwan is not part of the PRC [People's Republic of China] &amp; certainly not fo… [+2145 chars]"
Business Insider,Charles R. Davis,2023-09-13,Elon Musk's control of Starlink gives him unchecked power over elected governments,There is a growing consensus that one unelected man should not decide what is or is not a legitimate military target.,"Chesnot/Getty Images
<ul>
<li>Elon Musk's control over Starlink is in the spotlight after he thwarted a Ukrainian attack.</li>
<li>Musk says he vetoed a 2022 strike on Russia's Black Sea Fleet over … [+7893 chars]"
Mashable,James Paul,2023-10-02,Richest Billionaire Elon Musk Says He’s Not That Cash-Rich As Projected: ‘It’s Not A Giant Pile Of Cash’,Richest Billionaire Elon Musk Says He’s Not That Cash-Rich As Projected: ‘It’s Not A Giant Pile Of Cash’mashable.com,"The worlds richest billionaire, Elon Musk, has a net worth of $252.6 billion on the Forbes Real-Time Billionaires list. On Bloombergs Billionaires Index, the Tesla boss has a net worth of $232 billio… [+1598 chars]"
Business Insider,Beatrice Nolan,2023-09-19,'He simply wants to kill the platform': Some X users are threatening to quit the app after Elon Musk suggested he might move it behind a paywall,"Elon Musk has suggested yet another shakeup for X, formerly known as Twitter: a new paywall","Elon Musk.Joel Saget/AFP via Getty Images
<ul><li>Elon Musk says he's considering moving X behind a paywall.</li><li>The billionaire commented during a livestreamed conversation with Israel's prime … [+2285 chars]"
Engadget,Karissa Bell,2023-10-05,The SEC is suing Elon Musk for refusing to testify in Twitter investigation,"The SEC is now suing the owner of X after he failed to appear for previously-scheduled testimony, The Wall Street Journal reports.","Elon Musk is once again in the crosshairs of the Securities and Exchange Commision (SEC). The regulator, which has been investigating Musks Twitter takeover, is now suing the owner of X after he fail… [+1490 chars]"
ABC News (AU),ABC News,2023-09-18,Israel's Netanyahu urges Elon Musk to balance free speech with fighting anti-Semitism,"Israeli Prime Minister Benjamin Netanyahu has urged Elon Musk to strike a balance between protecting free expression and fighting hate speech after weeks of controversy over anti-Semitic content on social media platform X, formerly known as Twitter.",Israeli Prime Minister Benjamin Netanyahu has urged Elon Musk to strike a balance between protecting free expression and fighting hate speech after weeks of controversy over anti-Semitic content on s… [+3423 chars]
Wired,Steven Levy,2023-09-15,"If Elon Musk Had Been a Happy Child, Would He Still Be Launching Rockets?","“Biographer of Genius” Walter Isaacson thinks he cracked the code to Elon Musk—the entrepreneur’s brutal childhood fueled his frenzied achievements in space, AI, brain chips, and electric cars.","I meet with Walter Isaacson in a small conference room in the offices of book publisher Simon &amp; Schuster. The walls are festooned with framed covers, including of course Isaacsons mega-bestseller… [+6988 chars]"
Fox News,Jim Nelles,2023-10-04,Biden's war on everything Elon Musk,"In August 2023, the U.S. Justice Department filed a lawsuit against SpaceX, Musk’s rocket and spacecraft company.",Do you remember way back in 2021 when Elon Musk was the darling of the Left of the cultural elite? He was building electric cars and then launching them into space on rockets he built. He went to all… [+5320 chars]
Fox News,Greg Wehner,2023-09-29,Elon Musk livestreams border to give people firsthand account of migrant crisis,"Tech billionaire Elon Musk visited the southern border in Eagle Pass, Texas, on Thursday to get a sense of the real situation with the ongoing migrant crisis.","Tech billionaire Elon Musk visited the southern border in Eagle Pass, Texas, on Thursday with plans to livestream a tour of the area to give people a sense of the real situation with the ongoing migr… [+2243 chars]"
Business Insider,Charles R. Davis,2023-09-29,Elon Musk attacked German support for migrants and promoted a call to support a far-right extremist political party,"Elon Musk appears unhappy that the German government provided a little more than $2 million to groups that aid migrants, include one that conducts search-and-rescue operations.","Elon Musk.Chesnot via Getty Images
<ul><li>Germany has responded to an attack from Elon Musk, saying it's ""saving lives"" by helping migrants.</li><li>The billionaire had promoted the claim that Germ… [+5332 chars]"
Business Insider,"Jack Newsham,Grace Kay",2023-10-06,"EXCLUSIVE: Elon Musk filed custody suit against Grimes first, asking for 'relationship' with his children","Grimes' custody lawsuit against Elon Musk has been widely reported — but he sued her first, Insider has learned, asking a Texas judge to set the terms of the ""parent-child relationship.""","In this picture issued Sept. 26, 2023, by the Hungarian President's Press Office, Hungarian President Katalin Novak and founder and CEO of Tesla, Inc. Elon Musk tours the recently inaugurated Tesla p… [+4439 chars]"
Business Insider,Hannah Getahun,2023-09-23,Elon Musk's grandfather belonged to a political party that believed the world should be governed by technology. Newspapers at the time described it as having 'the tone of an incipient Fascist movement.',"Elon Musk's grandfather Joshua Haldeman was a raging racist and anti-semite, per the Atlantic. He also strongly believed in technocracy at one point in his life.","Elon Musk.Britta Pedersen-Pool/Getty Images
<ul><li>Elon Musk's grandfather, Joshua Haldeman, was a ""radical conspiracy theorist,"" the Atlantic reports.</li><li>Haldeman was convicted in Canada for … [+4875 chars]"
Next Big Future,Brian Wang,2023-10-05,New Tesla Model Y RWD Changes Batteries to Give 4680 to Cybertruck,"The new Tesla Model Y RWD likely has changed to Iron LFP batteries from China. The $43,990 price without subsidies likely has a $3750 subsidy instead of $7500. This will be because the batteries will be sourced from China. The removal of the AWD (All Wheel Dr…",Brian Wang is a Futurist Thought Leader and a popular Science blogger with 1 million readers per month. His blog Nextbigfuture.com is ranked #1 Science News Blog. It covers many disruptive technology… [+593 chars]
Business Insider,Grace Kay,2023-09-28,X CEO slams claims she's CEO in name only as 'not nice;' 'Who wouldn't want Elon Musk sitting by their side running product?',X CEO Linda Yaccarino took the stage at Vox's Code Conference shortly after an ex-Twitter staffer spoke on his negative experience at the company.,"Linda Yaccarino, left, is CEO of X, but Elon Musk, right, has said he runs the engineering side of the company.Santiago Felipe/Getty Images, Gotham/FilmMagic
<ul>
<li>X CEO Linda Yaccarino slammed q… [+4314 chars]"
Business Insider,Hasan Chowdhury,2023-09-20,Elon Musk denied a report that Tesla planned to build a factory in Saudi Arabia. It's the latest development in his complicated history with the nation.,Tesla CEO Elon Musk has a thorny and sometimes adversarial relationship with the Saudi government. Here's what we know.,"Elon Musk has a longstanding feud with Saudi Arabia. Chesnot/Getty Images
<ul><li>Elon Musk has denied a report suggesting Tesla has plans to set up a factory in Saudi Arabia.</li><li>The Wall Stree… [+6664 chars]"
The Jerusalem Post,By TOVAH LAZAROFF AND ZVIKA KLEIN,2023-09-14,Netanyahu to ask Musk to invest in Israel during California meeting,The Musk meeting is also likely to raise eyebrows as the owner of X is under fire for lax company policies which allow for the dissemination of antisemitism on the platform.,"Prime Minister Benjamin Netanyahu is expected to ask Elon Musk to invest in Israel when he meets the billionaire maverick owner of X, formerly known as Twitter, in California next week, The Jerusalem… [+3040 chars]"
Business Insider,Erin Snodgrass,2023-10-06,Elon Musk and Grimes' 3 kids ordered to stay in California after Grimes files for physical custody,"Grimes filed for physical custody of the former couple's kids about three weeks after Elon Musk sued her to establish a ""parent-child relationship.""","Elon Musk (left) and Grimes (right).Chesnot via Getty Images; Frazer Harrison via Getty Images
<ul><li>Grimes sued Elon Musk for physical custody of the former couple's three children last month.</l… [+4017 chars]"
Breitbart News,"Lucas Nolan, Lucas Nolan",2023-09-18,WSJ: Elon Musk's Tesla in Preliminary Talks to Build Manufacturing Plant in Saudi Arabia,"Elon Musk's Tesla is reportedly in early-stage discussions with Saudi Arabia to establish a manufacturing facility, a move that could prove controversial based on the blowback over the country backing LIV Golf and its eventual merger with the PGA. Musk took t…","Elon Musk’s Tesla is reportedly in early-stage discussions with Saudi Arabia to establish a manufacturing facility, a move that could prove controversial based on the blowback over the country backin… [+2570 chars]"
Next Big Future,Brian Wang,2023-09-13,Billionaire Insider Ron Baron Reveals Tesla Secrets and Tesla’s Future,"Ron Baron is worth over $5 billion, manages about $45 billion in his stock funds and he and his funds are a top 20 owner in Tesla. He has picked multiple big winners in Tesla, SpaceX, Gartner, Arch and CoStar Group. As a big and early Tesla investor, Ron freq…","Ron Baron is worth over $5 billion, manages about $45 billion in his stock funds and he and his funds are a top 20 owner in Tesla. He has picked multiple big winners in Tesla, SpaceX, Gartner, Arch a… [+2453 chars]"
CBS News,,2023-09-14,"Elon Musk says AI needs ""a referee"" after Capitol Hill meeting",Among the ideas discussed was whether there should be an independent agency to oversee certain aspects of the rapidly developing technology.,The nation's biggest technology executives on Wednesday loosely endorsed the idea of government regulations for artificial intelligence at an unusual closed-door meeting in the U.S. Senate. But there… [+7701 chars]
The Jerusalem Post,By AARON REICH,2023-10-02,NASA to probe asteroid worth 40 million times more than Elon Musk,"Asteroid 16 Psyche is bigger than the island of Cyprus and is thought to be so full of iron and nickel that it could be worth $10,000 quadrillion, worth more than all the money in the world.","NASA is set to launch a probe into a massive Cyprus-sized asteroid that is almost 40 million times richer than Elon Musk, with its long-awaited mission now being delayed to October 12.
The asteroid … [+3320 chars]"
Wired,Will Knight,2023-09-14,Don't Count on Tesla's Dojo Supercomputer to Jump-Start an AI Revolution,Wall Street analysts predicted Tesla’s Dojo supercomputer could unlock a $500 billion ChatGPT-style breakthrough. Don't take it to the bank.,Youd have to be pretty brave to bet against the idea that applying more computing power and data to machine learninga recipe that birthed ChatGPTwont lead to further advances of some kind in artifici… [+3484 chars]
