source_name,author,date,title,description,content,title_label,title_score,content_label,content_score,description_label,description_score
Fortune,Steve Mollman,2023-09-14,"Elon Musk is a ‘drama addict’ who ‘doesn’t like to coast,’ says biographer—and it’s a big reason he bought Twitter","Tesla CEO Elon Musk would rather keep taking risks than savor things, says biographer Walter Isaacson.","Elon Musk isnt one to sit on his laurels. The billionaire Tesla CEO and worlds richest person could have retired long ago, but instead hes leading six companies and shaking up industries along the wa… [+3896 chars]",neutral,0.9010891318321228,neutral,0.9239166378974915,neutral,0.9010891318321228
Wired,Will Knight,2023-09-14,Don't Count on Tesla's Dojo Supercomputer to Jump-Start an AI Revolution,Wall Street analysts predicted Tesla’s Dojo supercomputer could unlock a $500 billion ChatGPT-style breakthrough. Don't take it to the bank.,Youd have to be pretty brave to bet against the idea that applying more computing power and data to machine learninga recipe that birthed ChatGPTwont lead to further advances of some kind in artifici… [+3484 chars],neutral,0.8830959796905518,neutral,0.6847723126411438,neutral,0.8830959796905518
CNN,"Chris Isidore, Vanessa Yurkevich",2023-09-14,Autoworkers strike deadline nears as negotiators rush to avoid historic walkout,"With less than a day to go before labor contracts expire at General Motors, Ford and Stellantis, the only certainty is that all 145,000 United Auto Workers at those companies will not strike on Friday. But there's a good chance at least some of them, at a mix…","With less than a day to go before labor contracts expire at General Motors, Ford and Stellantis, the only certainty is that all 145,000 United Auto Workers at those companies will not strike on Frida… [+7356 chars]",negative,0.8755771517753601,negative,0.8817447423934937,negative,0.8755771517753601
The Times of India,Reuters,2023-09-14,Shares of Chinese EV makers fall after EU opens anti-subsidy probe,"European Commission President Ursula von der Leyen announced the investigation in her annual address to lawmakers on Wednesday, saying: ""Global markets are now flooded with cheaper electric cars. And their price is kept artificially low by huge state subsidie…","HONG KONG, Sept 14 - The Hong Kong-listed shares of Chinese electric vehicle (EV) makers fell on Thursday after the European Commission launched an investigation into Chinese subsidies for EVs, escal… [+2013 chars]",negative,0.9523160457611084,negative,0.97242671251297,negative,0.9523160457611084
The Verge,Umar Shakir,2023-09-14,Tesla’s new car-building process could be a huge industrial breakthrough,"Tesla is reportedly close to building a new gigacasting die-cast process to build its possibly Cybertruck-like $25,000 car using techniques new to the automaking industry.","Teslas new car-building process could be a huge industrial breakthrough
Teslas new car-building process could be a huge industrial breakthrough
 / Tesla is close to implementing a new die-cast proc… [+4204 chars]",neutral,0.8420910835266113,neutral,0.5962023735046387,neutral,0.8420910835266113
Ars Technica,Benj Edwards,2023-09-14,"Private AI summit with Senate, titans of tech garners controversy","With 14 of 22 attendees being CEOs, some experts say key voices were missing.","Enlarge/ Google CEO Sundar Pichai and Meta CEO Mark Zuckerberg arrive to the Senate bipartisan Artificial Intelligence (AI) Insight Forum on Capitol Hill in Washington, DC, on September 13, 2023.
9 … [+5324 chars]",neutral,0.7872371077537537,neutral,0.9426876902580261,neutral,0.7872371077537537
ABC News,SALLY FRENCH OF NERDWALLET Associated Press,2023-09-14,"An Airbnb, Vrbo or other rental host ghosted you. Now what?","Sometimes hosts offering to rent their vacation home, RV or car through peer-to-peer sharing sites don’t show up at the time they promised to exchange keys","Lauren Gumport was en route to a vacation on the island of Chios, Greece, in July, where she was set to stay in an Airbnb for five nights with her best friend.
But upon her arrival in Athens to conn… [+5370 chars]",neutral,0.6001007556915283,neutral,0.7405993938446045,neutral,0.6001007556915283
Engadget,Steve Dent,2023-09-14,Tesla gets $160 million in EU funding to expand its Supercharger network in 22 countries,"The European Union (EU) is providing €352 million ($378 million) in funding to support green transport infrastructure, and Tesla will get a large chunk of that money. The company's Polish and Italian divisions will receive a total of €148.72 million ($159.64 …","The European Union (EU) is providing 352 million ($378 million) in funding to support green transport infrastructure, and Tesla will get a large chunk of that money. The company's Polish and Italian … [+2386 chars]",positive,0.9373033046722412,positive,0.7181277871131897,positive,0.9373033046722412
Wired,Alex Goy,2023-09-14,"Hyundai Kona Electric 2024 Review: Price, Specs, Release Date","The affordable Kona EV got a massive makeover with speedy charging, a delightfully futuristic design, and plenty of luxury touches.","Hyundais first-generation Kona Electric was something of a darling. It was efficient, looked good, and made electric motoring a little more accessible for those without Tesla money to play with. Now … [+3287 chars]",neutral,0.9411317110061646,neutral,0.8011019825935364,neutral,0.9411317110061646
NBC News,"Lee Ying Shan, CNBC",2023-09-14,"Taiwan slams Elon Musk, says it’s ‘not for sale’ nor part of China","Taiwan is “not for sale,” and neither is it part of China, said Taiwan’s Ministry of Foreign Affairs, in a rebuke to Elon Musk who called the island “an integral part of China.”","Taiwan is not for sale, and neither is it part of China, said Taiwans Ministry of Foreign Affairs, in a rebuke to Elon Musk who called the island an integral part of China.
Listen up, Taiwan is not … [+2095 chars]",neutral,0.9476310014724731,neutral,0.733982264995575,neutral,0.9476310014724731
Time,Vera Bergengruen,2023-09-14,AI Regulation Takes Baby Steps on Capitol Hill,"In Washington, it has become much easier to agree on “existential risks” than specific constraints.","At an unprecedented closed-door meeting that brought together most of the U.S. Senate and the countrys top tech leaders on Wednesday, Senate Majority Leader Chuck Schumer tried to start simple. I ask… [+7052 chars]",neutral,0.869181215763092,neutral,0.8459474444389343,neutral,0.869181215763092
CNN,"Akanksha Sharma, Michelle Toh",2023-09-14,Taiwan hits back at Elon Musk's claim that it is 'part of China',"Taiwan's Ministry of Foreign Affairs has hit back after Elon Musk called the self-ruled island an ""integral part of China.""","Taiwans Ministry of Foreign Affairs has hit back after Elon Musk called the self-ruled island an integral part of China.
Speaking remotely at the All-in Summit, which took place in Los Angeles this … [+2691 chars]",negative,0.886695146560669,negative,0.768073320388794,negative,0.886695146560669
Breitbart News,"Allum Bokhari, Allum Bokhari",2023-09-14,Elon Musk Warns AI Poses 'Civilizational Risk' to Humanity,"Elon Musk, one of several tech tycoons who met lawmakers in Washington D.C. this week to discuss the burgeoning technology of AI, warned that intelligent machines have the potential to threaten all of human civilization.","Elon Musk, one of several tech tycoons who met lawmakers in Washington D.C. this week to discuss the burgeoning technology of AI, warned that intelligent machines have the potential to threaten all o… [+1863 chars]",negative,0.5108845829963684,negative,0.8163966536521912,negative,0.5108845829963684
Fortune,Prarthana Prakash,2023-09-14,Top AI institute chair and ex-Amazon exec thinks AI will disrupt employment as we know it,"Doug Gurr, chairman of The Alan Turing Institute, thinks AI will be ""a significant transformative technology.""","Amid a deluge of debates around AI in recent months, many predictions about the techs impact on the jobs market have been extreme. Experts appear divided, with some arguing theres no future without A… [+4795 chars]",negative,0.9554276466369629,negative,0.9189953804016113,negative,0.9554276466369629
Newsweek,Giulia Carbonaro,2023-09-14,Joe Biden Faces Economic Pressure on at Least Five Fronts,The next few months are looking difficult for the Biden administration as the 2024 presidential election draws closer.,"The end of summer brings a difficult time for President Joe Biden, with gas prices on the rise, a looming strike in the car manufacturing industry, the return of student loan payments, the threat of … [+4406 chars]",negative,0.9355419278144836,negative,0.9540732502937317,negative,0.9355419278144836
Business Insider,Kylie Kirschner,2023-09-14,Google cofounder apparently tried to dodge the famous selfie Elon Musk took after the Tesla CEO denied having a one-night stand with his wife,"The new Elon Musk biography reveals that after WSJ reported on allegations that Musk slept with Sergey Brin's wife, Brin ""tried to avoid"" a selfie.","Musk denied having an affair with Shanahan, Brin's wife.Chip Somodevilla/Getty Images, Tim Mosenfelder/Getty Images
<ul>
<li>WSJ published a story last year that cited sources alleging Elon Musk sle… [+2675 chars]",negative,0.8492317795753479,negative,0.4901406466960907,negative,0.8492317795753479
Business Insider,gdean@insider.com (Grace Dean),2023-09-14,"Elon Musk said that he had to take 'random drug tests for a couple of years' after smoking weed on the Joe Rogan podcast: 'Fortunately, I really don't like doing illegal drugs'","Elon Musk, who is known for cracking 420 jokes and has reportedly taken ketamine, told his biographer he ""really"" doesn't like taking illegal drugs.","Elon Musk, who is known for cracking 420 jokes and has reportedly taken ketamine, told his biographer that he ""really"" doesn't like taking illegal drugs.
The Wall Street Journal
 reported in June t… [+3312 chars]",neutral,0.7095456719398499,neutral,0.7577095031738281,neutral,0.7095456719398499
The Jerusalem Post,By TOVAH LAZAROFF AND ZVIKA KLEIN,2023-09-14,Netanyahu to ask Musk to invest in Israel during California meeting,The Musk meeting is also likely to raise eyebrows as the owner of X is under fire for lax company policies which allow for the dissemination of antisemitism on the platform.,"Prime Minister Benjamin Netanyahu is expected to ask Elon Musk to invest in Israel when he meets the billionaire maverick owner of X, formerly known as Twitter, in California next week, The Jerusalem… [+3040 chars]",neutral,0.9062621593475342,neutral,0.9125227332115173,neutral,0.9062621593475342
Newsweek,Ryan Smith,2023-09-14,Elon Musk Weighs in on Bill Maher's Return to Air Without Writers,"The comedian and host has announced his decision to bring his HBO show ""Real Time With Bill Maher"" back to screens, despite the ongoing writers' strike.","Elon Musk has shared his thoughts on Bill Maher's announcement that his HBO show, Real Time With Bill Maher, will be returning to screens without writers amid the ongoing strike in Hollywood.
Maher … [+4880 chars]",neutral,0.8634897470474243,negative,0.8876703381538391,neutral,0.8634897470474243
Newsweek,"Didi Kirsten Tatlow / Senior Reporter, International Affairs",2023-09-14,"Efforts to Avoid a 'Suicidal' AI Arms Race are Failing, Scientists Warn",An urgent call by thousands of scientists to pause the development of AI systems is about to expire with organisers saying it hasn't worked,An urgent call by scientists to pause the development of powerful AI systems and to work out a safe way forward for technologies that could profoundly alter or even threaten human life has not worked… [+5914 chars],negative,0.9488261342048645,negative,0.5728462338447571,negative,0.9488261342048645
Business Insider,"Beatrice Nolan,Grace Dean",2023-09-14,"Elon Musk and his siblings hated one of their mom's boyfriends so much that they put tiny firecrackers in his cigarettes that exploded, book says","Walter Isaacson's book, ""Elon Musk,"" details the billionaire's childhood and relationship with his parents.","Maye Musk dated the man after she divorced Elon Musk's father Errol Musk, according to Walter Isaacson.ANGELA WEISS/AFP via Getty Images
<ul><li>The Musk siblings hated a man Maye Musk was dating so… [+1844 chars]",neutral,0.5039941668510437,neutral,0.646802544593811,neutral,0.5039941668510437
Business Insider,Kylie Kirschner,2023-09-14,Google cofounder apparently tried to dodge the famous selfie Elon Musk took after the Tesla CEO denied having a one-night stand with his wife,"The new Elon Musk biography reveals that after WSJ reported on allegations that Musk slept with Sergey Brin's wife, Brin ""tried to avoid"" a selfie.","Musk denied having an affair with Shanahan, Brin's wife.Chip Somodevilla/Getty Images, Tim Mosenfelder/Getty Images
<ul>
<li>WSJ published a story last year that cited sources alleging Elon Musk sle… [+2675 chars]",negative,0.8492317795753479,negative,0.4901406466960907,negative,0.8492317795753479
Newsweek,Max Abrahms,2023-09-14,They're Calling Elon Musk a Traitor for Believing What Biden Did Just a Few Months Ago | Opinion,What happened to Elon Musk this past week showcases how completely unhinged and dangerous U.S. policy to Ukraine has become.,What happened to Elon Musk this past week showcases how completely unhinged and dangerous U.S. policy to Ukraine has become. The condemnation began when the Washington Post published excerpts from a … [+6207 chars],neutral,0.506477952003479,negative,0.7173024415969849,neutral,0.506477952003479
Business Insider,George Glover,2023-09-14,Billionaire investor Ron Baron says Elon Musk's Tesla could hit a $4 trillion valuation - and reveals a $1 billion SpaceX stake,"Tesla's market cap could grow between four- and fivefold by the end of the decade, the billionaire investor said Tuesday.","Ron Baron and Elon Musk.Associated Press via Business Wire
<ul>
<li>Tesla's valuation could grow between four- and fivefold between now and 2030, according to Ron Baron.</li>
<li>""In the funds that … [+2210 chars]",neutral,0.672152578830719,positive,0.7427974939346313,neutral,0.672152578830719
Politico,Nick Niedzwiadek,2023-09-14,UAW strike ‘very likely’: What to know as auto workers and Big Three near deadline,"The current union contracts are set to run out at 11:59 p.m. Eastern time, with implications for Michigan's economy, President Joe Biden's political future and the fight against climate change.","Heres what to know as the two sides continue to deliberate:
Whens the deadline? 
The four-year contracts signed in 2019 are set to run out at 11:59 p.m. Eastern time Thursday night. The expiration … [+8592 chars]",negative,0.5346483588218689,neutral,0.7247189879417419,negative,0.5346483588218689
Business Insider,gdean@insider.com (Grace Dean),2023-09-14,"Elon Musk said that he had to take 'random drug tests for a couple of years' after smoking weed on the Joe Rogan podcast: 'Fortunately, I really don't like doing illegal drugs'","Elon Musk, who is known for cracking 420 jokes and has reportedly taken ketamine, told his biographer he ""really"" doesn't like taking illegal drugs.","Elon Musk, who is known for cracking 420 jokes and has reportedly taken ketamine, told his biographer that he ""really"" doesn't like taking illegal drugs.
The Wall Street Journal
 reported in June t… [+3312 chars]",neutral,0.7095456719398499,neutral,0.7577095031738281,neutral,0.7095456719398499
NBC News,Marley Jay,2023-09-14,Why Detroit's Big Three are fighting to dominate the next generation of the car industry,"Many of the core issues in the labor dispute between the United Auto Workers and the Big Three U.S. automakers are familiar: salary increases, sick days and pay grades.","Many of the core issues in the labor dispute between the United Auto Workers and the Big Three U.S. automakers are familiar: salary increases, sick days and pay grades.
But lurking in the background… [+4663 chars]",neutral,0.9229097366333008,negative,0.9023402333259583,neutral,0.9229097366333008
Reuters,David Shepardson,2023-09-14,Detroit Three strike deadline nears as sides remain far apart,"A first-ever <a href=""/business/autos-transportation/auto-industry-tenterhooks-uaw-kicks-off-talks-with-detroit-three-2023-07-12/"">simultaneous strike</a> at the Detroit Three carmakers by the United Auto Workers grew all but certain on Thursday with little p…",Sept 14 (Reuters) - A first-ever simultaneous strike at the Detroit Three carmakers by the United Auto Workers grew all but certain on Thursday with little progress reported in talks hours before a c… [+5389 chars],negative,0.8731929063796997,negative,0.9604364037513733,negative,0.8731929063796997
CBS News,Khristopher J. Brooks,2023-09-14,Detroit UAW is barreling toward strike. Here's how that would look.,"Employees at a small number of Ford, GM and Stellantis plants will walk off the job Friday and more would join soon after.","Autoworkers in Detroit are planning to walk off the job Friday if their union leaders can't agree on a new labor contract with Ford, General Motors and Stellantis. 
United Auto Workers President Sha… [+4517 chars]",neutral,0.7863074541091919,negative,0.9279166460037231,neutral,0.7863074541091919
Fortune,Chloe Taylor,2023-09-14,"Spies, scientists, defense officials and tech founders are divided on how to keep superintelligent AI under control: ‘We’re running at full speed toward a cliff’","While one expert argued “even sandwiches are more regulated than artificial intelligence,” another warned too much red tape could create geopolitical challenges.","That much has been clear at CogX Festival, a major AI expo taking place in London this week.
Speaking at the event on Tuesday, Stuart Russell, a world-renowned British computer scientist who has bee… [+7513 chars]",neutral,0.7823623418807983,neutral,0.8416797518730164,neutral,0.7823623418807983
CBS News,,2023-09-14,"Elon Musk says AI needs ""a referee"" after Capitol Hill meeting",Among the ideas discussed was whether there should be an independent agency to oversee certain aspects of the rapidly developing technology.,The nation's biggest technology executives on Wednesday loosely endorsed the idea of government regulations for artificial intelligence at an unusual closed-door meeting in the U.S. Senate. But there… [+7701 chars],neutral,0.9068534970283508,neutral,0.7234727740287781,neutral,0.9068534970283508
Financial Post,Bloomberg News,2023-09-14,Fund managers see water risk in semiconductor bets being mispriced,Investors in semiconductor stocks face a growing threat to industry valuations: a chronic shortage of water. Read more.,"Investors in semiconductor stocks face a growing threat to industry valuations: a chronic shortage of water 
Author of the article:
An integrated circuit microchip manufactured by NXP Semiconductor… [+9530 chars]",negative,0.7237556576728821,negative,0.6336195468902588,negative,0.7237556576728821
TechCrunch,Rebecca Bellan,2023-09-14,EU considers imposing tariffs against Chinese EV companies | TechCrunch,"The European Commission is considering imposing punitive tariffs to protect European Union automakers against cheaper Chinese electric vehicle imports,","The European Commission is considering imposing punitive tariffs to protect European Union automakers against cheaper Chinese electric vehicle imports, which the agency says benefits from state subsi… [+2564 chars]",neutral,0.6620075106620789,neutral,0.47297900915145874,neutral,0.6620075106620789
Business Insider,George Glover,2023-09-14,Billionaire investor Ron Baron says Elon Musk's Tesla could hit a $4 trillion valuation - and reveals a $1 billion SpaceX stake,"Tesla's market cap could grow between four- and fivefold by the end of the decade, the billionaire investor said Tuesday.","Ron Baron and Elon Musk.Associated Press via Business Wire
<ul>
<li>Tesla's valuation could grow between four- and fivefold between now and 2030, according to Ron Baron.</li>
<li>""In the funds that … [+2210 chars]",neutral,0.672152578830719,positive,0.7427974939346313,neutral,0.672152578830719
TechCrunch,Kirsten Korosec,2023-09-14,Rivian CEO's plan to make EVs cheaper starts with their computers | TechCrunch,Rivian CEO RJ Scaringe said that changing ECU architecture in its vehicles will be the No. 1 cost savings for the company.,Rivian CEO RJ Scaringe provided more details Thursday on the company’s plans to update the hardware in its EVs next year under a program internally called Peregrine that he says will result in major … [+3482 chars],neutral,0.6610879898071289,neutral,0.6539510488510132,neutral,0.6610879898071289
TechCrunch,Rebecca Bellan,2023-09-14,GM boosts wage offer as autoworker strike deadline approaches | TechCrunch,"General Motors said Thursday it boosted its contract offer to a 20% wage hike for U.S. autoworkers, including 10% in the first year, in a move to avoid a","General Motors said Thursday it boosted its contract offer to a 20% wage hike for U.S. autoworkers, including 10% in the first year, in a move to avoid a strike that is scheduled to begin at 11:59 p.… [+4270 chars]",negative,0.7802971005439758,positive,0.8633095622062683,negative,0.7802971005439758
Business Insider,"Beatrice Nolan,Grace Dean",2023-09-14,"Elon Musk and his siblings hated one of their mom's boyfriends so much that they put tiny firecrackers in his cigarettes that exploded, book says","Walter Isaacson's book, ""Elon Musk,"" details the billionaire's childhood and relationship with his parents.","Maye Musk dated the man after she divorced Elon Musk's father Errol Musk, according to Walter Isaacson.ANGELA WEISS/AFP via Getty Images
<ul><li>The Musk siblings hated a man Maye Musk was dating so… [+1844 chars]",neutral,0.5039941668510437,neutral,0.646802544593811,neutral,0.5039941668510437
MSNBC,James Downie,2023-09-14,Watch this multi-millionaire CEO say the quiet part out loud about class warfare,"Speaking at the Australian Financial Review’s “property summit,” developer and CEO Tim Gurner complained that the country's low unemployment rate was a problem.","Tim Gurner wants you to be miserable. Yes, you.
Speaking at the Australian Financial Reviews property summit, the property developer and CEO net worth $584 millioncomplained that the countrys 3.7% u… [+5996 chars]",neutral,0.92867112159729,negative,0.49483567476272583,neutral,0.92867112159729
TechRadar,Craig Hale,2023-09-14,Android Auto now lets drivers take Zoom and WebEx calls on the road,You can now dial in with your voice to conference calls straight from Android Auto in any equipped vehicle.,"Google has announced
 collaborative efforts with video conferencing software
 providers Zoom and Cisco WebEx, which will see both platforms become available for the first time ever in cars equipped… [+2125 chars]",neutral,0.9199758172035217,positive,0.857148289680481,neutral,0.9199758172035217
Reuters,Reuters,2023-09-14,Volkswagen to reduce staffing at all-electric Zwickau plant,"Volkswagen is cutting back planned staffing at its all-electric plant in Zwickau, Germany and adjusting shift work due to ""market conditions"", a spokesperson said on Tuesday.","Sept 14 (Reuters) - Volkswagen is cutting back planned staffing at its all-electric plant in Zwickau, Germany and adjusting shift work due to ""market conditions"", a spokesperson said on Tuesday.
The… [+1104 chars]",negative,0.9406699538230896,negative,0.9681565761566162,negative,0.9406699538230896
Business Insider,Theron Mohamed,2023-09-15,Elite investor Jeremy Grantham warns the stock market's rally this year is a 'head fake' - and a recession is still coming,"The buzz around AI has delayed the collapse of the tech bubble, and there's a 70% chance of a US recession in the next 18 months, Grantham said.","Jeremy Grantham.Boston Globe/Getty Images
<ul>
<li>Jeremy Grantham says AI hype has prevented the tech bubble from collapsing.</li>
<li>The GMO cofounder is wary of US stocks, real estate, and commo… [+3355 chars]",negative,0.9624643325805664,negative,0.77806556224823,negative,0.9624643325805664
Business Insider,Zahra Tayeb,2023-09-15,Short-seller Jim Chanos is still betting against Tesla saying the stock is 'ridiculously overvalued' - and champions Nvidia as the 'It girl' of AI,"Famed short-seller Jim Chanos called Tesla a ""hopes and dreams"" stock, while hailing Nvidia as the ""It girl"" of an AI revolution currently underway.","Jim Chanos.David Orrell/CNBC/NBCU Photo Bank/NBCUniversal/Getty Images
<ul>
<li>Famed short-seller Jim Chanos said he remains bearish on Tesla, saying the stock is ""ridiculously overvalued."" </li>
<… [+1532 chars]",negative,0.5640391707420349,negative,0.9480797648429871,negative,0.5640391707420349
Newsweek,Charles Lavery,2023-09-15,Taiwan 'Not for Sale': Elon Musk Rebuked for Toeing China's Line,"""Hope @elonmusk can also ask the #CCP to open @X to its people,"" Taiwan's foreign minister Joseph Wu said in response to Musk's comments about Taiwan and China.","Taiwan has publicly rebuked Elon Musk over his claim that it is an ""integral part of China"" and told Newsweek it ""condemns in the strongest terms the brutal mediation practices of China's authoritari… [+5230 chars]",negative,0.9412933588027954,negative,0.7423600554466248,negative,0.9412933588027954
The Irish Times,,2023-09-15,US auto workers begin strike as pay talks break down,Effects of industrial action at ‘Big Three’ car-makers could ripple across industry,"US workers represented by the United Auto Workers (UAW) trade union have begun a strike at plants owned by three legacy Detroit car-maker, setting up a potentially costly and protracted showdown over… [+3605 chars]",negative,0.9321691393852234,negative,0.9481924176216125,negative,0.9321691393852234
News24,Compiled by Ahmed Areff,2023-09-15,"News24 Business | Musk's dad, the emerald mine and 'the blacks' - truth revealed in new biography","A new biography of Elon Musk, the controversial SA-born billionaire, has confirmed the existence of emerald mines in Zambia tied to his father.","<ul><li>A new biography of Elon Musk has confirmed the existence of emerald mines in Zambia tied to his father.</li><li>Musk has previously vehemently denied the existence of the mines, and offered a… [+3316 chars]",neutral,0.9129518866539001,neutral,0.6837794780731201,neutral,0.9129518866539001
Wired,Aarian Marshall,2023-09-15,The Auto Strike Threatens a Supply Chain Already Weakened by Covid,A prolonged autoworker strike would be especially painful for smaller players inside the complex auto supply chain. It could also impact thousands more workers and push up car prices.,"In addition to making everyone an epidemiologist, the Covid-19 pandemic schooled the public on the world-spanning network of manufacturers, assemblers, and shippers behind just about every consumer g… [+3431 chars]",negative,0.9511011838912964,neutral,0.8123713731765747,negative,0.9511011838912964
Newsweek,Giulia Carbonaro,2023-09-15,How UAW Strike Will Impact Biden's Green Revolution,The strike could be a temporary setback to the green energy economy transition pushed by the Biden administration and a massive dilemma for the president.,"The United Auto Workers (UAW) strike launched early on Friday is likely to be an obstacle to the American car industry's transition towards electric vehicles pushed by the Biden administration, accor… [+5585 chars]",neutral,0.5414437055587769,negative,0.928363561630249,neutral,0.5414437055587769
Business Insider,"Lloyd Lee,Erin Snodgrass",2023-09-15,Google co-founder Sergey Brin quietly divorced his wife this year after allegations that she had an affair with Elon Musk,A judge rejected Brin's attempt to seal the case over concerns about his high-profile stature.,"Musk denied having an affair with Shanahan, Brin's wife.Chip Somodevilla/Getty Images, Tim Mosenfelder/Getty Images
<ul>
<li>Sergey Brin filed for a divorce from his second wife, Nicole Shanahan, in… [+3237 chars]",negative,0.8135773539543152,negative,0.5656988620758057,negative,0.8135773539543152
NBC News,Courtney Kube,2023-09-15,"Warren, Shaheen and Duckworth want to know if Musk limited Ukraine's Starlink access at a crucial point in war with Russia","Sens. Warren, Shaheen and Duckworth are asking the U.S. military if Elon Musk limited Ukraine’s access to Starlink at a crucial point in the war with Russia.",Three Democratic members of the Senate Armed Services Committee are asking Defense Secretary Lloyd Austin for answers about whether Elon Musk or other commercial satellite providers disabled or restr… [+4814 chars],neutral,0.8544088006019592,neutral,0.7867708802223206,neutral,0.8544088006019592
Business Insider,"Lloyd Lee,Erin Snodgrass",2023-09-15,Google co-founder Sergey Brin quietly divorced his wife this year after allegations that she had an affair with Elon Musk,A judge rejected Brin's attempt to seal the case over concerns about his high-profile stature.,"Musk denied having an affair with Shanahan, Brin's wife.Chip Somodevilla/Getty Images, Tim Mosenfelder/Getty Images
<ul>
<li>Sergey Brin filed for a divorce from his second wife, Nicole Shanahan, in… [+3237 chars]",negative,0.8135773539543152,negative,0.5656988620758057,negative,0.8135773539543152
USA Today,"Olivia Evans, USA TODAY NETWORK",2023-09-15,"'We will strike all three of the Big Three at once': UAW to strike GM, Ford and Stellantis","After failing to reach a new contract, UAW is striking General Motors, Ford and Stellantis at sites across the country. Here's what that means.","A semi-truck is parked and idles outside Ford's Kentucky Truck Plant on Thursday night in Louisville, Ky. Sept. 14, 2023
Time has run out, and the UAW is going on strike.
After months of negotiatio… [+7864 chars]",negative,0.8759062886238098,negative,0.9286975264549255,negative,0.8759062886238098
Business Insider,Matthew Fox,2023-09-15,US stocks drop as investors fret about potential slowdown in semiconductor companies,"Investors are also turning their attention to next week's meeting of Federal Reserve officials, who are expected to hold interest rates steady.","(Photo by Michael Nagle/Xinhua via Getty Images)
<ul><li>US stocks fell on Friday as investors fret about a potential slowdown in the semiconductor space.</li><li>Reuters reported that Taiwan Semico… [+2559 chars]",negative,0.9493327736854553,negative,0.9733700156211853,negative,0.9493327736854553
Wired,Steven Levy,2023-09-15,"If Elon Musk Had Been a Happy Child, Would He Still Be Launching Rockets?","“Biographer of Genius” Walter Isaacson thinks he cracked the code to Elon Musk—the entrepreneur’s brutal childhood fueled his frenzied achievements in space, AI, brain chips, and electric cars.","I meet with Walter Isaacson in a small conference room in the offices of book publisher Simon &amp; Schuster. The walls are festooned with framed covers, including of course Isaacsons mega-bestseller… [+6988 chars]",neutral,0.9267945885658264,neutral,0.9359375238418579,neutral,0.9267945885658264
Business Insider,Matthew Fox,2023-09-15,US stocks drop as investors fret about potential slowdown in semiconductor companies,"Investors are also turning their attention to next week's meeting of Federal Reserve officials, who are expected to hold interest rates steady.","(Photo by Michael Nagle/Xinhua via Getty Images)
<ul><li>US stocks fell on Friday as investors fret about a potential slowdown in the semiconductor space.</li><li>Reuters reported that Taiwan Semico… [+2559 chars]",negative,0.9493327736854553,negative,0.9733700156211853,negative,0.9493327736854553
Business Insider,Grace Dean,2023-09-15,"Mark Zuckerberg's net worth is $108 billion. Here's how the tech mogul, now the world's 10th richest person, built his fortune.","Mark Zuckerberg's net worth is $108 billion, making him the world's 10th richest person. Learn how the Facebook founder and Meta CEO made his fortune.","Kevin Dietsch/Getty Images
<ul>
<li>
Mark Zuckerberg is the world's 10th-richest person, worth $108 billion, per Bloomberg estimates.

</li>
</ul>
<ul>
<li>
The Meta co-founder and CEO famously dro… [+3874 chars]",neutral,0.9286087155342102,neutral,0.9194532632827759,neutral,0.9286087155342102
Business Insider,Theron Mohamed,2023-09-15,Elite investor Jeremy Grantham warns the stock market's rally this year is a 'head fake' - and a recession is still coming,"The buzz around AI has delayed the collapse of the tech bubble, and there's a 70% chance of a US recession in the next 18 months, Grantham said.","Jeremy Grantham.Boston Globe/Getty Images
<ul>
<li>Jeremy Grantham says AI hype has prevented the tech bubble from collapsing.</li>
<li>The GMO cofounder is wary of US stocks, real estate, and commo… [+3355 chars]",negative,0.9624643325805664,negative,0.77806556224823,negative,0.9624643325805664
Fox News,Peter Aitken,2023-09-15,Spain leads way with task force as governments rush to regulate AI,A new policy task force will establish a framework through which Spain can develop and implement its use of artificial intelligence technologies across all sectors.,"Spain has established Europes first artificial intelligence (AI) policy task force, taking a decisive first step in determining laws around the promising but controversial technology as many governme… [+3976 chars]",neutral,0.7909644246101379,positive,0.6368642449378967,neutral,0.7909644246101379
Next Big Future,Brian Wang,2023-09-15,Tesla Breakthrough 3D Printing With Sand For Single Piece Casting of Complex Underbody,Reuters reports that Tesla has combined a series of innovations to make a technological breakthrough for single casting of the complex underbody of the car. Tesla already can gigacast the front and the rear of its cars. This would mean a further reduction in …,Reuters reports that Tesla has combined a series of innovations to make a technological breakthrough for single casting of the complex underbody of the car. Tesla already can gigacast the front and t… [+3339 chars],neutral,0.8054713010787964,positive,0.7242129445075989,neutral,0.8054713010787964
CBS News,Khristopher J. Brooks,2023-09-15,"United Auto Workers go on strike against Ford, GM, Stellantis","The UAW said it is executing a so-called stand up strike strategy, in which employees at a small number of Ford, GM and Stellantis factories are walking off ...","Detroit's Big Three automakers failed to reach a new labor agreement before their contract with employees represented by the United Auto Workers expired at midnight Thursday, setting the stage for on… [+3266 chars]",negative,0.8901233673095703,negative,0.8939257264137268,negative,0.8901233673095703
